Date,ID,VentDO,VentTemp
1617519600,ID,NA,20.4
1617523200,ID,NA,20.2
1617526800,ID,NA,20.1
1617530400,ID,NA,20
1617534000,ID,NA,20
1617537600,ID,NA,19.9
1617541200,ID,NA,20
1617544800,ID,NA,20.1
1617548400,ID,NA,20.4
1617552000,ID,NA,20.8
1617555600,ID,NA,21.3
1617559200,ID,NA,21.8
1617562800,ID,NA,22.4
1617566400,ID,NA,22.9
1617570000,ID,NA,23.2
1617573600,ID,NA,23.3
1617577200,ID,NA,23.1
1617580800,ID,NA,22.8
1617584400,ID,NA,22.3
1617588000,ID,NA,21.8
1617591600,ID,NA,21.4
1617595200,ID,NA,21
1617598800,ID,NA,20.8
1617602400,ID,NA,20.6
1617606000,ID,NA,20.5
1617609600,ID,NA,20.4
1617613200,ID,NA,20.4
1617616800,ID,NA,20.2
1617620400,ID,NA,20.2
1617624000,ID,NA,20.2
1617627600,ID,NA,20.2
1617631200,ID,NA,20.3
1617634800,ID,NA,20.6
1617638400,ID,NA,21
1617642000,ID,NA,21.5
1617645600,ID,NA,22
1617649200,ID,NA,22.7
1617652800,ID,NA,23.2
1617656400,ID,NA,23.5
1617660000,ID,NA,23.5
1617663600,ID,NA,23.3
1617667200,ID,NA,22.9
1617670800,ID,NA,22.5
1617674400,ID,NA,22
1617678000,ID,NA,21.5
1617681600,ID,NA,21.1
1617685200,ID,NA,20.9
1617688800,ID,NA,20.7
1617692400,ID,NA,20.6
1617696000,ID,NA,20.5
1617699600,ID,NA,20.4
1617703200,ID,NA,20.4
1617706800,ID,NA,20.4
1617710400,ID,NA,20.4
1617714000,ID,NA,20.4
1617717600,ID,NA,20.5
1617721200,ID,NA,20.8
1617724800,ID,NA,21.2
1617728400,ID,NA,21.7
1617732000,ID,NA,22.3
1617735600,ID,NA,22.9
1617739200,ID,NA,23.4
1617742800,ID,NA,23.6
1617746400,ID,NA,23.6
1617750000,ID,NA,23.3
1617753600,ID,NA,23
1617757200,ID,NA,22.6
1617760800,ID,NA,22
1617764400,ID,NA,21.6
1617768000,ID,NA,21.2
1617771600,ID,NA,21
1617775200,ID,NA,20.9
1617778800,ID,NA,20.8
1617782400,ID,NA,20.7
1617786000,ID,NA,20.6
1617789600,ID,NA,20.6
1617793200,ID,NA,20.5
1617796800,ID,NA,20.4
1617800400,ID,NA,20.4
1617804000,ID,NA,20.6
1617807600,ID,NA,20.9
1617811200,ID,NA,21.3
1617814800,ID,NA,21.8
1617818400,ID,NA,22.4
1617822000,ID,NA,23.1
1617825600,ID,NA,23.6
1617829200,ID,NA,23.8
1617832800,ID,NA,23.8
1617836400,ID,NA,23.5
1617840000,ID,NA,23.1
1617843600,ID,NA,22.6
1617847200,ID,NA,22.1
1617850800,ID,NA,21.6
1617854400,ID,NA,21.3
1617858000,ID,NA,21.1
1617861600,ID,NA,21
1617865200,ID,NA,20.9
1617868800,ID,NA,20.8
1617872400,ID,NA,20.8
1617876000,ID,NA,20.7
1617879600,ID,NA,20.7
1617883200,ID,NA,20.7
1617886800,ID,NA,20.7
1617890400,ID,NA,20.8
1617894000,ID,NA,21.1
1617897600,ID,NA,21.4
1617901200,ID,NA,21.9
1617904800,ID,NA,22.3
1617908400,ID,NA,22.8
1617912000,ID,NA,23.1
1617915600,ID,NA,23.1
1617919200,ID,NA,22.8
1617922800,ID,NA,22.6
1617926400,ID,NA,22.4
1617930000,ID,NA,22.1
1617933600,ID,NA,21.9
1617937200,ID,NA,21.6
1617940800,ID,NA,21.4
1617944400,ID,NA,21.3
1617948000,ID,NA,21.2
1617951600,ID,NA,21.1
1617955200,ID,NA,21.1
1617958800,ID,NA,21
1617962400,ID,NA,21
1617966000,ID,NA,21
1617969600,ID,NA,21
1617973200,ID,NA,21
1617976800,ID,NA,21.1
1617980400,ID,NA,21.3
1617984000,ID,NA,21.5
1617987600,ID,NA,21.8
1617991200,ID,NA,22.2
1617994800,ID,NA,22.5
1617998400,ID,NA,22.8
1618002000,ID,NA,22.9
1618005600,ID,NA,22.7
1618009200,ID,NA,22.5
1618012800,ID,NA,22.2
1618016400,ID,NA,22
1618020000,ID,NA,21.9
1618023600,ID,NA,21.7
1618027200,ID,NA,21.6
1618030800,ID,NA,21.5
1618034400,ID,NA,21.5
1618038000,ID,NA,21.4
1618041600,ID,NA,21.3
1618045200,ID,NA,21.3
1618048800,ID,NA,21.3
1618052400,ID,NA,21.2
1618056000,ID,NA,21.2
1618059600,ID,NA,21.2
1618063200,ID,NA,21.4
1618066800,ID,NA,21.5
1618070400,ID,NA,21.8
1618074000,ID,NA,22
1618077600,ID,NA,22.4
1618081200,ID,NA,22.8
1618084800,ID,NA,22.9
1618088400,ID,NA,22.9
1618092000,ID,NA,22.7
1618095600,ID,NA,22.4
1618099200,ID,NA,22.2
1618102800,ID,NA,21.9
1618106400,ID,NA,21.6
1618110000,ID,NA,21.4
1618113600,ID,NA,21.3
1618117200,ID,NA,21.2
1618120800,ID,NA,21.1
1618124400,ID,NA,21
1618128000,ID,NA,21
1618131600,ID,NA,21
1618135200,ID,NA,21
1618138800,ID,NA,21
1618142400,ID,NA,21
1618146000,ID,NA,21.1
1618149600,ID,NA,21
1618153200,ID,NA,21
1618156800,ID,NA,21
1618160400,ID,NA,20.9
1618164000,ID,NA,21
1618167600,ID,NA,21.1
1618171200,ID,NA,21.2
1618174800,ID,NA,21.5
1618178400,ID,NA,21.7
1618182000,ID,NA,21.8
1618185600,ID,NA,21.9
1618189200,ID,NA,21.9
1618192800,ID,NA,21.7
1618196400,ID,NA,21.5
1618200000,ID,NA,21.4
1618203600,ID,NA,21.3
1618207200,ID,NA,21.2
1618210800,ID,NA,21.2
1618214400,ID,NA,21.2
1618218000,ID,NA,21.3
1618221600,ID,NA,21.3
1618225200,ID,NA,21.3
1618228800,ID,NA,21.3
1618232400,ID,NA,21.3
1618236000,ID,NA,21.4
1618239600,ID,NA,21.6
1618243200,ID,NA,21.9
1618246800,ID,NA,22.3
1618250400,ID,NA,22.8
1618254000,ID,NA,23.4
1618257600,ID,NA,23.8
1618261200,ID,NA,24
1618264800,ID,NA,24
1618268400,ID,NA,23.7
1618272000,ID,NA,23.3
1618275600,ID,NA,22.8
1618279200,ID,NA,22.2
1618282800,ID,NA,21.7
1618286400,ID,NA,21.4
1618290000,ID,NA,21.3
1618293600,ID,NA,21.2
1618297200,ID,NA,21.1
1618300800,ID,NA,21
1618304400,ID,NA,20.9
1618308000,ID,NA,20.9
1618311600,ID,NA,20.8
1618315200,ID,NA,20.8
1618318800,ID,NA,20.8
1618322400,ID,NA,21
1618326000,ID,NA,21.2
1618329600,ID,NA,21.7
1618333200,ID,NA,22.2
1618336800,ID,NA,22.8
1618340400,ID,NA,23.5
1618344000,ID,NA,24
1618347600,ID,NA,24.2
1618351200,ID,NA,24.2
1618354800,ID,NA,23.9
1618358400,ID,NA,23.4
1618362000,ID,NA,22.9
1618365600,ID,NA,22.4
1618369200,ID,NA,22
1618372800,ID,NA,21.7
1618376400,ID,NA,21.5
1618380000,ID,NA,21.4
1618383600,ID,NA,21.4
1618387200,ID,NA,21.3
1618390800,ID,NA,21.2
1618394400,ID,NA,21.2
1618398000,ID,NA,21.2
1618401600,ID,NA,21.2
1618405200,ID,NA,21.2
1618408800,ID,NA,21.4
1618412400,ID,NA,21.6
1618416000,ID,NA,21.9
1618419600,ID,NA,22.4
1618423200,ID,NA,22.9
1618426800,ID,NA,23.4
1618430400,ID,NA,23.8
1618434000,ID,NA,24.1
1618437600,ID,NA,24
1618441200,ID,NA,23.6
1618444800,ID,NA,23.2
1618448400,ID,NA,22.7
1618452000,ID,NA,22.2
1618455600,ID,NA,21.9
1618459200,ID,NA,21.7
1618462800,ID,NA,21.6
1618466400,ID,NA,21.6
1618470000,ID,NA,21.6
1618473600,ID,NA,21.5
1618477200,ID,NA,21.5
1618480800,ID,NA,21.5
1618484400,ID,NA,21.4
1618488000,ID,NA,21.4
1618491600,ID,NA,21.4
1618495200,ID,NA,21.5
1618498800,ID,NA,21.6
1618502400,ID,NA,21.9
1618506000,ID,NA,22.1
1618509600,ID,NA,22.3
1618513200,ID,NA,22.5
1618516800,ID,NA,22.5
1618520400,ID,NA,22.5
1618524000,ID,NA,22.4
1618527600,ID,NA,22.2
1618531200,ID,NA,22.2
1618534800,ID,NA,22.1
1618538400,ID,NA,21.9
1618542000,ID,NA,21.7
1618545600,ID,NA,21.6
1618549200,ID,NA,21.5
1618552800,ID,NA,21.5
1618556400,ID,NA,21.5
1618560000,ID,NA,21.5
1618563600,ID,NA,21.5
1618567200,ID,NA,21.5
1618570800,ID,NA,21.5
1618574400,ID,NA,21.5
1618578000,ID,NA,21.5
1618581600,ID,NA,21.5
1618585200,ID,NA,21.7
1618588800,ID,NA,21.8
1618592400,ID,NA,22
1618596000,ID,NA,22.3
1618599600,ID,NA,22.4
1618603200,ID,NA,22.2
1618606800,ID,NA,22.1
1618610400,ID,NA,21.9
1618614000,ID,NA,21.7
1618617600,ID,NA,21.5
1618621200,ID,NA,21.4
1618624800,ID,NA,21.4
1618628400,ID,NA,21.3
1618632000,ID,NA,21.3
1618635600,ID,NA,21.3
1618639200,ID,NA,21.3
1618642800,ID,NA,21.4
1618646400,ID,NA,21.4
1618650000,ID,NA,21.4
1618653600,ID,NA,21.4
1618657200,ID,NA,21.4
1618660800,ID,NA,21.4
1618664400,ID,NA,21.3
1618668000,ID,NA,21.4
1618671600,ID,NA,21.4
1618675200,ID,NA,21.6
1618678800,ID,NA,21.7
1618682400,ID,NA,22.1
1618686000,ID,NA,22.2
1618689600,ID,NA,22.5
1618693200,ID,NA,22.7
1618696800,ID,NA,22.8
1618700400,ID,NA,22.7
1618704000,ID,NA,22.4
1618707600,ID,NA,22.2
1618711200,ID,NA,22
1618714800,ID,NA,21.8
1618718400,ID,NA,21.6
1618722000,ID,NA,21.6
1618725600,ID,NA,21.5
1618729200,ID,NA,21.5
1618732800,ID,NA,21.5
1618736400,ID,NA,21.4
1618740000,ID,NA,21.4
1618743600,ID,NA,21.4
1618747200,ID,NA,21.4
1618750800,ID,NA,21.4
1618754400,ID,NA,21.4
1618758000,ID,NA,21.4
1618761600,ID,NA,21.5
1618765200,ID,NA,21.6
1618768800,ID,NA,21.8
1618772400,ID,NA,22
1618776000,ID,NA,22.2
1618779600,ID,NA,22.3
1618783200,ID,NA,22.2
1618786800,ID,NA,22.1
1618790400,ID,NA,21.9
1618794000,ID,NA,21.7
1618797600,ID,NA,21.6
1618801200,ID,NA,21.6
1618804800,ID,NA,21.6
1618808400,ID,NA,21.5
1618812000,ID,NA,21.5
1618815600,ID,NA,21.5
1618819200,ID,NA,21.5
1618822800,ID,NA,21.4
1618826400,ID,NA,21.4
1618830000,ID,NA,21.4
1618833600,ID,NA,21.4
1618837200,ID,NA,21.3
1618840800,ID,NA,21.4
1618844400,ID,NA,21.5
1618848000,ID,NA,21.8
1618851600,ID,NA,22.2
1618855200,ID,NA,22.6
1618858800,ID,NA,23.1
1618862400,ID,NA,23.6
1618866000,ID,NA,23.8
1618869600,ID,NA,23.8
1618873200,ID,NA,23.4
1618876800,ID,NA,23
1618880400,ID,NA,22.5
1618884000,ID,NA,22
1618887600,ID,NA,21.6
1618891200,ID,NA,21.3
1618894800,ID,NA,21.2
1618898400,ID,NA,21
1618902000,ID,NA,21
1618905600,ID,NA,20.9
1618909200,ID,NA,20.9
1618912800,ID,NA,20.9
1618916400,ID,NA,20.9
1618920000,ID,NA,20.9
1618923600,ID,NA,21
1618927200,ID,NA,21.1
1618930800,ID,NA,21.4
1618934400,ID,NA,21.7
1618938000,ID,NA,22
1618941600,ID,NA,22.4
1618945200,ID,NA,22.9
1618948800,ID,NA,23.2
1618952400,ID,NA,23.4
1618956000,ID,NA,23.5
1618959600,ID,NA,23.2
1618963200,ID,NA,22.8
1618966800,ID,NA,22.5
1618970400,ID,NA,22.1
1618974000,ID,NA,21.8
1618977600,ID,NA,21.6
1618981200,ID,NA,21.5
1618984800,ID,NA,21.5
1618988400,ID,NA,21.4
1618992000,ID,NA,21.4
1618995600,ID,NA,21.3
1618999200,ID,NA,21.3
1619002800,ID,NA,21.2
1619006400,ID,NA,21.2
1619010000,ID,NA,21.2
1619013600,ID,NA,21.2
1619017200,ID,NA,21.5
1619020800,ID,NA,21.8
1619024400,ID,NA,22.3
1619028000,ID,NA,22.9
1619031600,ID,NA,23.5
1619035200,ID,NA,23.9
1619038800,ID,NA,24
1619042400,ID,NA,23.9
1619046000,ID,NA,23.6
1619049600,ID,NA,23.1
1619053200,ID,NA,22.6
1619056800,ID,NA,22.1
1619060400,ID,NA,21.7
1619064000,ID,NA,21.5
1619067600,ID,NA,21.3
1619071200,ID,NA,21.2
1619074800,ID,NA,21
1619078400,ID,NA,20.9
1619082000,ID,NA,20.7
1619085600,ID,NA,20.5
1619089200,ID,NA,20.4
1619092800,ID,NA,20.4
1619096400,ID,NA,20.3
1619100000,ID,NA,20.3
1619103600,ID,NA,20.6
1619107200,ID,NA,20.9
1619110800,ID,NA,21.4
1619114400,ID,NA,22
1619118000,ID,NA,22.7
1619121600,ID,NA,23.2
1619125200,ID,NA,23.4
1619128800,ID,NA,23.4
1619132400,ID,NA,23.1
1619136000,ID,NA,22.7
1619139600,ID,NA,22.2
1619143200,ID,NA,21.7
1619146800,ID,NA,21.3
1619150400,ID,NA,21
1619154000,ID,NA,20.9
1619157600,ID,NA,20.8
1619161200,ID,NA,20.7
1619164800,ID,NA,20.6
1619168400,ID,NA,20.6
1619172000,ID,NA,20.6
1619175600,ID,NA,20.5
1619179200,ID,NA,20.5
1619182800,ID,NA,20.5
1619186400,ID,NA,20.6
1619190000,ID,NA,20.9
1619193600,ID,NA,21.4
1619197200,ID,NA,21.8
1619200800,ID,NA,22.5
1619204400,ID,NA,23
1619208000,ID,NA,23.4
1619211600,ID,NA,23.5
1619215200,ID,NA,23.3
1619218800,ID,NA,23
1619222400,ID,NA,22.7
1619226000,ID,NA,22.4
1619229600,ID,NA,22
1619233200,ID,NA,21.8
1619236800,ID,NA,21.6
1619240400,ID,NA,21.4
1619244000,ID,NA,21.4
1619247600,ID,NA,21.3
1619251200,ID,NA,21.3
1619254800,ID,NA,21.3
1619258400,ID,NA,21.2
1619262000,ID,NA,21.2
1619265600,ID,NA,21.2
1619269200,ID,NA,21.3
1619272800,ID,NA,21.4
1619276400,ID,NA,21.6
1619280000,ID,NA,21.9
1619283600,ID,NA,22.2
1619287200,ID,NA,22.4
1619290800,ID,NA,22.7
1619294400,ID,NA,23
1619298000,ID,NA,23
1619301600,ID,NA,22.9
1619305200,ID,NA,22.9
1619308800,ID,NA,22.8
1619312400,ID,NA,22.6
1619316000,ID,NA,22.4
1619319600,ID,NA,22.1
1619323200,ID,NA,22
1619326800,ID,NA,21.9
1619330400,ID,NA,21.9
1619334000,ID,NA,21.9
1619337600,ID,NA,21.9
1619341200,ID,NA,21.8
1619344800,ID,NA,21.8
1619348400,ID,NA,21.7
1619352000,ID,NA,21.7
1619355600,ID,NA,21.6
1619359200,ID,NA,21.6
1619362800,ID,NA,21.8
1619366400,ID,NA,22
1619370000,ID,NA,22.4
1619373600,ID,NA,23
1619377200,ID,NA,23.6
1619380800,ID,NA,24
1619384400,ID,NA,24.2
1619388000,ID,NA,24
1619391600,ID,NA,23.7
1619395200,ID,NA,23.2
1619398800,ID,NA,22.7
1619402400,ID,NA,22.2
1619406000,ID,NA,21.8
1619409600,ID,NA,21.5
1619413200,ID,NA,21.3
1619416800,ID,NA,21.2
1619420400,ID,NA,21.2
1619424000,ID,NA,21.1
1619427600,ID,NA,21.1
1619431200,ID,NA,21
1619434800,ID,NA,21
1619438400,ID,NA,21
1619442000,ID,NA,21
1619445600,ID,NA,21.1
1619449200,ID,NA,21.4
1619452800,ID,NA,21.8
1619456400,ID,NA,22.4
1619460000,ID,NA,23
1619463600,ID,NA,23.4
1619467200,ID,NA,23.8
1619470800,ID,NA,23.8
1619474400,ID,NA,23.7
1619478000,ID,NA,23.4
1619481600,ID,NA,23.1
1619485200,ID,NA,22.7
1619488800,ID,NA,22.2
1619492400,ID,NA,21.8
1619496000,ID,NA,21.6
1619499600,ID,NA,21.4
1619503200,ID,NA,21.4
1619506800,ID,NA,21.3
1619510400,ID,NA,21.2
1619514000,ID,NA,21.2
1619517600,ID,NA,21.2
1619521200,ID,NA,21.2
1619524800,ID,NA,21.1
1619528400,ID,NA,21.2
1619532000,ID,NA,21.3
1619535600,ID,NA,21.6
1619539200,ID,NA,21.9
1619542800,ID,NA,22.4
1619546400,ID,NA,22.9
1619550000,ID,NA,23.5
1619553600,ID,NA,23.8
1619557200,ID,NA,24
1619560800,ID,NA,24
1619564400,ID,NA,23.7
1619568000,ID,NA,23.3
1619571600,ID,NA,22.8
1619575200,ID,NA,22.4
1619578800,ID,NA,22
1619582400,ID,NA,21.7
1619586000,ID,NA,21.5
1619589600,ID,NA,21.4
1619593200,ID,NA,21.3
1619596800,ID,NA,21.3
1619600400,ID,NA,21.2
1619604000,ID,NA,21.2
1619607600,ID,NA,21.2
1619611200,ID,NA,21.2
1619614800,ID,NA,21.3
1619618400,ID,NA,21.4
1619622000,ID,NA,21.7
1619625600,ID,NA,22.1
1619629200,ID,NA,22.6
1619632800,ID,NA,23
1619636400,ID,NA,23.3
1619640000,ID,NA,23.7
1619643600,ID,NA,23.8
1619647200,ID,NA,23.6
1619650800,ID,NA,23.5
1619654400,ID,NA,23.2
1619658000,ID,NA,22.8
1619661600,ID,NA,22.4
1619665200,ID,NA,22
1619668800,ID,NA,21.8
1619672400,ID,NA,21.6
1619676000,ID,NA,21.5
1619679600,ID,NA,21.4
1619683200,ID,NA,21.4
1619686800,ID,NA,21.3
1619690400,ID,NA,21.3
1619694000,ID,NA,21.2
1619697600,ID,NA,21.2
1619701200,ID,NA,21.3
1619704800,ID,NA,21.4
1619708400,ID,NA,21.7
1619712000,ID,NA,22.1
1619715600,ID,NA,22.6
1619719200,ID,NA,23.2
1619722800,ID,NA,23.7
1619726400,ID,NA,23.9
1619730000,ID,NA,24
1619733600,ID,NA,23.8
1619737200,ID,NA,23.5
1619740800,ID,NA,23.2
1619744400,ID,NA,22.8
1619748000,ID,NA,22.4
1619751600,ID,NA,22.1
1619755200,ID,NA,21.8
1619758800,ID,NA,21.6
1619762400,ID,NA,21.6
1619766000,ID,NA,21.5
1619769600,ID,NA,21.4
1619773200,ID,NA,21.4
1619776800,ID,NA,21.4
1619780400,ID,NA,21.4
1619784000,ID,NA,21.4
1619787600,ID,NA,21.5
1619791200,ID,NA,21.7
1619794800,ID,NA,21.9
1619798400,ID,NA,22.3
1619802000,ID,NA,22.7
1619805600,ID,NA,23.2
1619809200,ID,NA,23.7
1619812800,ID,NA,24
1619816400,ID,NA,24
1619820000,ID,NA,23.8
1619823600,ID,NA,23.4
1619827200,ID,NA,23
1619830800,ID,NA,22.7
1619834400,ID,NA,22.4
1619838000,ID,NA,22.2
1619841600,ID,NA,22
1619845200,ID,NA,21.8
1619848800,ID,NA,21.8
1619852400,ID,NA,21.7
1619856000,ID,NA,21.6
1619859600,ID,NA,21.6
1619863200,ID,NA,21.5
1619866800,ID,NA,21.4
1619870400,ID,NA,21.3
1619874000,ID,NA,21.3
1619877600,ID,NA,21.3
1619881200,ID,NA,21.6
1619884800,ID,NA,21.9
1619888400,ID,NA,22.4
1619892000,ID,NA,23
1619895600,ID,NA,23.6
1619899200,ID,NA,24
1619902800,ID,NA,24.2
1619906400,ID,NA,24.1
1619910000,ID,NA,23.8
1619913600,ID,NA,23.4
1619917200,ID,NA,23
1619920800,ID,NA,22.5
1619924400,ID,NA,22
1619928000,ID,NA,21.7
1619931600,ID,NA,21.6
1619935200,ID,NA,21.4
1619938800,ID,NA,21.4
1619942400,ID,NA,21.3
1619946000,ID,NA,21.3
1619949600,ID,NA,21.3
1619953200,ID,NA,21.3
1619956800,ID,NA,21.4
1619960400,ID,NA,21.5
1619964000,ID,NA,21.6
1619967600,ID,NA,21.9
1619971200,ID,NA,22.2
1619974800,ID,NA,22.5
1619978400,ID,NA,22.8
1619982000,ID,NA,23.1
1619985600,ID,NA,23.4
1619989200,ID,NA,23.5
1619992800,ID,NA,23.4
1619996400,ID,NA,23.2
1.62e+09,ID,NA,23.1
1620003600,ID,NA,22.8
1620007200,ID,NA,22.5
1620010800,ID,NA,22.1
1620014400,ID,NA,21.9
1620018000,ID,NA,21.7
1620021600,ID,NA,21.6
1620025200,ID,NA,21.6
1620028800,ID,NA,21.5
1620032400,ID,NA,21.4
1620036000,ID,NA,21.4
1620039600,ID,NA,21.4
1620043200,ID,NA,21.4
1620046800,ID,NA,21.5
1620050400,ID,NA,21.6
1620054000,ID,NA,21.9
1620057600,ID,NA,22.3
1620061200,ID,NA,22.7
1620064800,ID,NA,23.2
1620068400,ID,NA,23.7
1620072000,ID,NA,24.1
1620075600,ID,NA,24.2
1620079200,ID,NA,24.1
1620082800,ID,NA,24
1620086400,ID,NA,23.7
1620090000,ID,NA,23.3
1620093600,ID,NA,22.9
1620097200,ID,NA,22.5
1620100800,ID,NA,22.2
1620104400,ID,NA,22
1620108000,ID,NA,21.8
1620111600,ID,NA,21.8
1620115200,ID,NA,21.7
1620118800,ID,NA,21.7
1620122400,ID,NA,21.7
1620126000,ID,NA,21.7
1620129600,ID,NA,21.8
1620133200,ID,NA,21.8
1620136800,ID,NA,22
1620140400,ID,NA,22.2
1620144000,ID,NA,22.6
1620147600,ID,NA,22.9
1620151200,ID,NA,23.3
1620154800,ID,NA,23.8
1620158400,ID,NA,24.1
1620162000,ID,NA,24.3
1620165600,ID,NA,24.4
1620169200,ID,NA,24.2
1620172800,ID,NA,23.9
1620176400,ID,NA,23.6
1620180000,ID,NA,23.2
1620183600,ID,NA,22.7
1620187200,ID,NA,22.3
1620190800,ID,NA,22.1
1620194400,ID,NA,22
1620198000,ID,NA,21.9
1620201600,ID,NA,21.8
1620205200,ID,NA,21.7
1620208800,ID,NA,21.6
1620212400,ID,NA,21.5
1620216000,ID,NA,21.5
1620219600,ID,NA,21.5
1620223200,ID,NA,21.6
1620226800,ID,NA,21.8
1620230400,ID,NA,22.1
1620234000,ID,NA,22.6
1620237600,ID,NA,23.1
1620241200,ID,NA,23.6
1620244800,ID,NA,24.1
1620248400,ID,NA,24.4
1620252000,ID,NA,24.4
1620255600,ID,NA,24.2
1620259200,ID,NA,23.9
1620262800,ID,NA,23.4
1620266400,ID,NA,23
1620270000,ID,NA,22.7
1620273600,ID,NA,22.4
1620277200,ID,NA,22.2
1620280800,ID,NA,22
1620284400,ID,NA,21.9
1620288000,ID,NA,21.8
1620291600,ID,NA,21.8
1620295200,ID,NA,21.7
1620298800,ID,NA,21.7
1620302400,ID,NA,21.7
1620306000,ID,NA,21.7
1620309600,ID,NA,21.7
1620313200,ID,NA,21.7
1620316800,ID,NA,21.7
1620320400,ID,NA,21.7
1620324000,ID,NA,21.8
1620327600,ID,NA,22
1620331200,ID,NA,22.2
1620334800,ID,NA,22.5
1620338400,ID,NA,22.8
1620342000,ID,NA,23.1
1620345600,ID,NA,23.1
1620349200,ID,NA,23
1620352800,ID,NA,22.7
1620356400,ID,NA,22.4
1620360000,ID,NA,22.1
1620363600,ID,NA,21.9
1620367200,ID,NA,21.7
1620370800,ID,NA,21.6
1620374400,ID,NA,21.5
1620378000,ID,NA,21.3
1620381600,ID,NA,21.2
1620385200,ID,NA,21.1
1620388800,ID,NA,21
1620392400,ID,NA,20.9
1620396000,ID,NA,21
1620399600,ID,NA,21.2
1620403200,ID,NA,21.5
1620406800,ID,NA,21.8
1620410400,ID,NA,22.3
1620414000,ID,NA,22.8
1620417600,ID,NA,23.2
1620421200,ID,NA,23.6
1620424800,ID,NA,23.6
1620428400,ID,NA,23.5
1620432000,ID,NA,23.2
1620435600,ID,NA,22.8
1620439200,ID,NA,22.3
1620442800,ID,NA,21.8
1620446400,ID,NA,21.4
1620450000,ID,NA,21.2
1620453600,ID,NA,20.9
1620457200,ID,NA,20.8
1620460800,ID,NA,20.6
1620464400,ID,NA,20.5
1620468000,ID,NA,20.4
1620471600,ID,NA,20.3
1620475200,ID,NA,20.3
1620478800,ID,NA,20.3
1620482400,ID,NA,20.5
1620486000,ID,NA,20.8
1620489600,ID,NA,21.2
1620493200,ID,NA,21.6
1620496800,ID,NA,22.2
1620500400,ID,NA,22.8
1620504000,ID,NA,23.4
1620507600,ID,NA,23.7
1620511200,ID,NA,23.8
1620514800,ID,NA,23.7
1620518400,ID,NA,23.4
1620522000,ID,NA,23
1620525600,ID,NA,22.5
1620529200,ID,NA,22
1620532800,ID,NA,21.6
1620536400,ID,NA,21.3
1620540000,ID,NA,21.1
1620543600,ID,NA,21
1620547200,ID,NA,20.9
1620550800,ID,NA,20.8
1620554400,ID,NA,20.8
1620558000,ID,NA,20.7
1620561600,ID,NA,20.7
1620565200,ID,NA,20.8
1620568800,ID,NA,21
1620572400,ID,NA,21.3
1620576000,ID,NA,21.7
1620579600,ID,NA,22.2
1620583200,ID,NA,22.9
1620586800,ID,NA,23.5
1620590400,ID,NA,24
1620594000,ID,NA,24.3
1620597600,ID,NA,24.4
1620601200,ID,NA,24.1
1620604800,ID,NA,23.8
1620608400,ID,NA,23.3
1620612000,ID,NA,22.8
1620615600,ID,NA,22.3
1620619200,ID,NA,21.9
1620622800,ID,NA,21.7
1620626400,ID,NA,21.6
1620630000,ID,NA,21.5
1620633600,ID,NA,21.4
1620637200,ID,NA,21.4
1620640800,ID,NA,21.4
1620644400,ID,NA,21.4
1620648000,ID,NA,21.4
1620651600,ID,NA,21.5
1620655200,ID,NA,21.6
1620658800,ID,NA,21.8
1620662400,ID,NA,22.1
1620666000,ID,NA,22.4
