Date,LowRangeSpC,FullRangeSpC,Temp,,,,
2022-04-22 06:00,526.8,528.5,73.35,,,,
2022-04-22 07:00,526.9,528.5,73.38,,,,
2022-04-22 08:00,527.8,529.7,73.54,,,,
2022-04-22 09:00,528.6,530.4,73.63,,,,
2022-04-22 10:00,529.8,532,73.8,,,,
2022-04-22 11:00,531,532.7,74.05,,,,
2022-04-22 12:00,532.6,534.6,74.26,,,,
2022-04-22 13:00,534.2,536.1,74.59,,,,
2022-04-22 14:00,535.3,537.3,74.79,,,,
2022-04-22 15:00,536.1,538,74.88,,,,
2022-04-22 16:00,535.9,537.7,74.84,,,,
2022-04-22 17:00,535.5,537.3,74.7,,,,
2022-04-22 18:00,534.3,536.6,74.46,,,,
2022-04-22 19:00,533,535,74.25,,,,
2022-04-22 20:00,531.8,533.9,74.03,,,,
2022-04-22 21:00,530.4,532.4,73.92,,,,
2022-04-22 22:00,529.9,532,73.8,,,,
2022-04-22 23:00,528.9,530.4,73.71,,,,
2022-04-23 00:00,528.3,530,73.62,,,,
2022-04-23 01:00,528.1,529.7,73.58,,,,
2022-04-23 02:00,527.6,529.7,73.54,,,,
2022-04-23 03:00,527.2,528.9,73.49,,,,
2022-04-23 04:00,526.8,528.5,73.45,,,,
2022-04-23 05:00,526.8,528.5,73.38,,,,
2022-04-23 06:00,526.5,528.1,73.36,,,,
2022-04-23 07:00,526.5,528.1,73.35,,,,
2022-04-23 08:00,527.2,528.9,73.53,,,,
2022-04-23 09:00,527.7,529.3,73.54,,,,
2022-04-23 10:00,529.3,531.2,73.8,,,,
2022-04-23 11:00,530.9,533.1,74.08,,,,
2022-04-23 12:00,532.8,534.6,74.37,,,,
2022-04-23 13:00,534.5,536.1,74.64,,,,
2022-04-23 14:00,535.4,537.3,74.84,,,,
2022-04-23 15:00,535.8,537.6,74.88,,,,
2022-04-23 16:00,535.8,537.7,74.8,,,,
2022-04-23 17:00,535.2,536.9,74.68,,,,
2022-04-23 18:00,534.2,535.8,74.52,,,,
2022-04-23 19:00,533,534.6,74.28,,,,
2022-04-23 20:00,531.8,533.9,74.08,,,,
2022-04-23 21:00,531.2,533.1,73.99,,,,
2022-04-23 22:00,530.5,532.4,73.89,,,,
2022-04-23 23:00,529.2,530.8,73.8,,,,
2022-04-24 00:00,528.7,530.4,73.76,,,,
2022-04-24 01:00,528.3,529.6,73.69,,,,
2022-04-24 02:00,527.9,529.6,73.62,,,,
2022-04-24 03:00,527.6,529.3,73.58,,,,
2022-04-24 04:00,527,528.9,73.51,,,,
2022-04-24 05:00,526.8,528.5,73.49,,,,
2022-04-24 06:00,526.4,528.1,73.45,,,,
2022-04-24 07:00,526.7,528.5,73.44,,,,
2022-04-24 08:00,527.6,528.8,73.62,,,,
2022-04-24 09:00,528.1,529.6,73.69,,,,
2022-04-24 10:00,530,531.9,74.01,,,,
2022-04-24 11:00,531.5,533.1,74.21,,,,
2022-04-24 12:00,533,535,74.46,,,,
2022-04-24 13:00,539.7,543.7,74.71,,,,
2022-04-24 14:00,536.6,538.9,74.84,,,,
2022-04-24 15:00,543.5,546.4,74.86,,,,
2022-04-24 16:00,542.7,545.3,74.84,,,,
2022-04-24 17:00,540.5,543.7,74.75,,,,
2022-04-24 18:00,536.5,539.3,74.59,,,,
2022-04-24 19:00,533.9,535.8,74.35,,,,
2022-04-24 20:00,533,535,74.25,,,,
2022-04-24 21:00,532.4,534.3,74.12,,,,
2022-04-24 22:00,532.3,533.9,74.05,,,,
2022-04-24 23:00,531.5,533.5,73.99,,,,
2022-04-25 00:00,531,532.7,73.94,,,,
2022-04-25 01:00,530.3,532,73.87,,,,
2022-04-25 02:00,530,532,73.8,,,,
2022-04-25 03:00,529.4,531.2,73.76,,,,
2022-04-25 04:00,529,531.2,73.71,,,,
2022-04-25 05:00,528.6,530.4,73.67,,,,
2022-04-25 06:00,528.4,530.4,73.63,,,,
2022-04-25 07:00,528.2,530,73.62,,,,
2022-04-25 08:00,529.3,532.4,73.69,,,,
2022-04-25 09:00,530,532.8,73.8,,,,
2022-04-25 10:00,532.2,534.7,74.08,,,,
2022-04-25 11:00,538.8,541.8,74.34,,,,
2022-04-25 12:00,536.6,538.5,74.64,,,,
2022-04-25 13:00,536.1,538.1,74.86,,,,
2022-04-25 14:00,535.7,537.2,74.88,,,,
2022-04-25 15:00,535.9,537.6,74.89,,,,
2022-04-25 16:00,535.5,537.3,74.84,,,,
2022-04-25 17:00,534.8,536.9,74.75,,,,
2022-04-25 18:00,533.9,535.7,74.61,,,,
2022-04-25 19:00,532.7,534.6,74.39,,,,
2022-04-25 20:00,531.9,533.5,74.21,,,,
2022-04-25 21:00,531.3,532.7,74.08,,,,
2022-04-25 22:00,531.2,532.7,74.03,,,,
2022-04-25 23:00,530.4,531.9,73.96,,,,
2022-04-26 00:00,529.7,531.2,73.89,,,,
2022-04-26 01:00,529,530.4,73.83,,,,
2022-04-26 02:00,528.4,530,73.76,,,,
2022-04-26 03:00,528,529.6,73.71,,,,
2022-04-26 04:00,527.8,528.8,73.67,,,,
2022-04-26 05:00,527.5,528.8,73.62,,,,
2022-04-26 06:00,527.2,528.9,73.6,,,,
2022-04-26 07:00,527.3,528.9,73.58,,,,
2022-04-26 08:00,527.6,528.8,73.63,,,,
2022-04-26 09:00,527.4,529.6,73.8,,,,
2022-04-26 10:00,529.9,531.5,74.05,,,,
2022-04-26 11:00,531.4,533,74.28,,,,
2022-04-26 12:00,533.8,535.3,74.64,,,,
2022-04-26 13:00,535.6,537.2,74.89,,,,
2022-04-26 14:00,535.9,537.6,74.95,,,,
2022-04-26 15:00,535.4,536.8,74.88,,,,
2022-04-26 16:00,535.1,536.9,74.84,,,,
2022-04-26 17:00,534.5,536.5,74.77,,,,
2022-04-26 18:00,533.3,535.3,74.59,,,,
2022-04-26 19:00,532.4,533.8,74.39,,,,
2022-04-26 20:00,531.3,533.1,74.21,,,,
2022-04-26 21:00,531.1,532.7,74.12,,,,
2022-04-26 22:00,530.8,532.3,74.05,,,,
2022-04-26 23:00,530.4,531.9,73.99,,,,
2022-04-27 00:00,529.7,531.2,73.92,,,,
2022-04-27 01:00,529,530.4,73.87,,,,
2022-04-27 02:00,528.4,530,73.83,,,,
2022-04-27 03:00,528,529.2,73.8,,,,
2022-04-27 04:00,527.9,529.2,73.78,,,,
2022-04-27 05:00,527.8,528.8,73.74,,,,
2022-04-27 06:00,527.5,528.8,73.71,,,,
2022-04-27 07:00,527.4,528.8,73.67,,,,
2022-04-27 08:00,527.4,528.8,73.71,,,,
2022-04-27 09:00,528.1,529.2,73.8,,,,
2022-04-27 10:00,529.5,531.1,74.08,,,,
2022-04-27 11:00,531.4,533,74.37,,,,
2022-04-27 12:00,533.7,534.9,74.75,,,,
2022-04-27 13:00,535.3,537.2,74.97,,,,
2022-04-27 14:00,535.4,537.2,75,,,,
2022-04-27 15:00,535.3,536.4,74.97,,,,
2022-04-27 16:00,534.4,535.7,74.8,,,,
2022-04-27 17:00,533,534.5,74.61,,,,
2022-04-27 18:00,531.9,533.4,74.43,,,,
2022-04-27 19:00,531.5,533,74.3,,,,
2022-04-27 20:00,530.7,532.3,74.17,,,,
2022-04-27 21:00,530.4,532.3,74.1,,,,
2022-04-27 22:00,529.7,531.1,74.01,,,,
2022-04-27 23:00,529.4,531.1,73.96,,,,
2022-04-28 00:00,528.9,530.7,73.96,,,,
2022-04-28 01:00,528.5,530.3,73.94,,,,
2022-04-28 02:00,528.6,530.4,73.92,,,,
2022-04-28 03:00,528.3,530,73.89,,,,
2022-04-28 04:00,528,529.2,73.85,,,,
2022-04-28 05:00,527.8,529.2,73.83,,,,
2022-04-28 06:00,527.2,528.4,73.76,,,,
2022-04-28 07:00,527.2,528.8,73.74,,,,
2022-04-28 08:00,527.3,528.4,73.76,,,,
2022-04-28 09:00,527.6,529.2,73.83,,,,
2022-04-28 10:00,529.1,530.7,74.05,,,,
2022-04-28 11:00,530.8,532.2,74.35,,,,
2022-04-28 12:00,532.7,534.5,74.64,,,,
2022-04-28 13:00,534.3,536,74.89,,,,
2022-04-28 14:00,535.3,536.8,75.06,,,,
2022-04-28 15:00,534.5,536.4,74.97,,,,
2022-04-28 16:00,534,535.7,74.84,,,,
2022-04-28 17:00,532.6,534.1,74.61,,,,
2022-04-28 18:00,531.2,532.6,74.39,,,,
2022-04-28 19:00,530.5,532.3,74.14,,,,
2022-04-28 20:00,529.2,530.3,74.01,,,,
2022-04-28 21:00,528.5,530,73.89,,,,
2022-04-28 22:00,527.7,529.2,73.8,,,,
2022-04-28 23:00,527.3,528.4,73.74,,,,
2022-04-29 00:00,526.6,528,73.71,,,,
2022-04-29 01:00,526.3,528,73.63,,,,
2022-04-29 02:00,525.7,526.9,73.58,,,,
2022-04-29 03:00,525.3,526.9,73.53,,,,
2022-04-29 04:00,525,526.1,73.45,,,,
2022-04-29 05:00,524.8,526.1,73.44,,,,
2022-04-29 06:00,524.5,525.7,73.38,,,,
2022-04-29 07:00,524.2,525.3,73.36,,,,
2022-04-29 08:00,524.9,526.1,73.44,,,,
2022-04-29 09:00,526.2,527.6,73.63,,,,
2022-04-29 10:00,527.8,529.1,73.94,,,,
2022-04-29 11:00,530.1,531.4,74.28,,,,
2022-04-29 12:00,532.4,534.1,74.64,,,,
2022-04-29 13:00,534,535.6,74.95,,,,
2022-04-29 14:00,534.3,536,74.93,,,,
2022-04-29 15:00,533.9,535.2,74.88,,,,
2022-04-29 16:00,532.6,534.1,74.68,,,,
2022-04-29 17:00,531.6,533,74.5,,,,
2022-04-29 18:00,530.7,532.2,74.35,,,,
2022-04-29 19:00,530.4,531.9,74.25,,,,
2022-04-29 20:00,529.4,530.7,74.12,,,,
2022-04-29 21:00,529.5,531.1,74.03,,,,
2022-04-29 22:00,528.8,530.7,73.96,,,,
2022-04-29 23:00,528.4,530,73.89,,,,
2022-04-30 00:00,527.6,529.2,73.85,,,,
2022-04-30 01:00,526.9,528,73.8,,,,
2022-04-30 02:00,526.9,528,73.8,,,,
2022-04-30 03:00,526.6,528,73.78,,,,
2022-04-30 04:00,526.5,528,73.78,,,,
2022-04-30 05:00,526.4,528,73.76,,,,
2022-04-30 06:00,526.4,528,73.74,,,,
2022-04-30 07:00,526.4,528,73.74,,,,
2022-04-30 08:00,528,530,73.78,,,,
2022-04-30 09:00,527.9,529.2,73.92,,,,
2022-04-30 10:00,529.4,531.1,74.19,,,,
2022-04-30 11:00,531.2,533,74.52,,,,
2022-04-30 12:00,532.7,534.5,74.71,,,,
2022-04-30 13:00,534.5,536.4,74.97,,,,
2022-04-30 14:00,534.8,536.4,75.02,,,,
2022-04-30 15:00,533.7,535.3,74.77,,,,
2022-04-30 16:00,529.8,531.4,74.37,,,,
2022-04-30 17:00,529.2,531,74.28,,,,
2022-04-30 18:00,528.9,530.6,74.26,,,,
2022-04-30 19:00,528.6,530.3,74.17,,,,
2022-04-30 20:00,529,530.7,74.08,,,,
2022-04-30 21:00,528.9,531.1,73.99,,,,
2022-04-30 22:00,528.6,530.3,73.96,,,,
2022-04-30 23:00,527.9,530,73.92,,,,
2022-05-01 00:00,527.5,529.2,73.87,,,,
2022-05-01 01:00,528,529.6,73.85,,,,
2022-05-01 02:00,527.9,530,73.8,,,,
2022-05-01 03:00,527.3,528.8,73.76,,,,
2022-05-01 04:00,531,533.2,73.71,,,,
2022-05-01 05:00,579.1,595.4,73.67,,,,
2022-05-01 06:00,530.5,533.6,73.63,,,,
2022-05-01 07:00,530.3,533.2,73.63,,,,
2022-05-01 08:00,534.2,538.4,73.74,,,,
2022-05-01 09:00,532.3,534.8,73.92,,,,
2022-05-01 10:00,538.1,541.9,74.19,,,,
2022-05-01 11:00,540.5,544.2,74.53,,,,
2022-05-01 12:00,539.1,543.3,74.8,,,,
2022-05-01 13:00,534.9,536.4,74.97,,,,
2022-05-01 14:00,536.6,538.8,75.15,,,,
2022-05-01 15:00,534.5,536.4,74.95,,,,
2022-05-01 16:00,535.3,537.7,74.79,,,,
2022-05-01 17:00,532.8,535.3,74.62,,,,
2022-05-01 18:00,532.9,535.4,74.46,,,,
2022-05-01 19:00,531.7,534.6,74.34,,,,
2022-05-01 20:00,530.5,533.1,74.17,,,,
2022-05-01 21:00,530.9,534.3,74.1,,,,
2022-05-01 22:00,532.9,538.7,74.01,,,,
2022-05-01 23:00,530.9,535.1,73.94,,,,
2022-05-02 00:00,521.7,525.6,73.83,,,,
2022-05-02 01:00,17.6,14.7,73.6,,,,
2022-05-02 02:00,4.8,3.6,73.33,,,,
2022-05-02 03:00,3.2,2.1,73,,,,
2022-05-02 04:00,2.5,1.3,72.7,,,,
2022-05-02 05:00,2.4,1.7,72.57,,,,
2022-05-02 06:00,2.3,1.7,72.48,,,,
2022-05-02 07:00,2.3,2.1,72.34,,,,
2022-05-02 08:00,2.3,1,73.58,,,,
2022-05-02 09:00,2.1,2.1,74.61,,,,
2022-05-02 10:00,2,2.5,78.66,,,,
2022-05-02 11:00,2.1,1.3,79.3,,,,
2022-05-02 11:44,,,,,Logged,,
2022-05-02 11:45,,,,,,Logged,Logged
