"TOA5","OtterCO2_CH4","CR800","35501","CR800.Std.27.04","CPU:Otter_09272022_hour.CR8","37055","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2","cDOM","pH"
"2023-01-04 11:56:30",35,12.69,1192,6.071594,610
"2023-01-04 11:57:00",36,12.69,1198,5.83401,610
"2023-01-04 11:57:30",37,12.69,1205,6.21983,610
"2023-01-04 11:58:00",38,12.69,1213,6.144697,610
"2023-01-04 11:58:30",39,12.68,1220,5.844178,610
"2023-01-04 11:59:00",40,12.69,1222,6.120345,610
"2023-01-04 11:59:30",41,12.68,1228,6.014751,610
"2023-01-04 12:00:00",42,12.68,1233,6.093946,610
"2023-01-04 12:00:30",43,12.68,1240,6.002567,610
"2023-01-04 12:01:00",44,12.68,1245,6.002581,610
"2023-01-04 12:01:30",45,12.68,1252,6.217829,610
"2023-01-04 12:02:00",46,12.68,1263,5.856375,610
"2023-01-04 12:02:30",47,12.68,1268,5.919325,610
"2023-01-04 13:00:00",48,12.73,60.03,12.25537,631
"2023-01-04 14:00:00",49,12.69,1333,10.93101,"NAN"
"2023-01-04 15:00:00",50,12.69,1333,11.47555,632
"2023-01-04 16:00:00",51,12.68,1376,10.58816,633
"2023-01-04 17:00:00",52,12.68,1424,7.454473,631
"2023-01-04 18:00:00",53,12.68,1473,7.196582,631
"2023-01-04 19:00:00",54,12.68,1546,7.562097,629
"2023-01-04 20:00:00",55,12.68,1614,6.971181,628
"2023-01-04 21:00:00",56,12.68,1692,7.214858,627
"2023-01-04 22:00:00",57,12.68,1778,8.799936,626
"2023-01-04 23:00:00",58,12.68,1831,13.52595,626
"2023-01-05 00:00:00",59,12.67,1876,12.49739,625
"2023-01-05 01:00:00",60,12.67,1914,12.79991,625
"2023-01-05 02:00:00",61,12.67,1928,12.41672,625
"2023-01-05 03:00:00",62,12.67,1939,11.08563,625
"2023-01-05 04:00:00",63,12.67,1963,11.12597,625
"2023-01-05 05:00:00",64,12.66,1961,11.86546,625
"2023-01-05 06:00:00",65,12.65,1934,13.39822,625
"2023-01-05 07:00:00",66,12.65,1889,11.02513,626
"2023-01-05 08:00:00",67,12.64,1802,9.371361,626
"2023-01-05 09:00:00",68,12.64,1695,9.929339,627
"2023-01-05 10:00:00",69,12.64,1576,15.69736,628
"2023-01-05 11:00:00",70,12.64,1473,20.70573,630
"2023-01-05 12:00:00",71,12.64,1401,17.66038,632
"2023-01-05 13:00:00",72,12.65,1340,14.52763,634
"2023-01-05 14:00:00",73,12.65,1281,10.75622,636
"2023-01-05 15:00:00",74,12.65,1242,15.84526,639
"2023-01-05 16:00:00",75,12.65,1246,15.85871,640
"2023-01-05 17:00:00",76,12.65,1263,12.98814,639
"2023-01-05 18:00:00",77,12.65,1308,11.66378,638
"2023-01-05 19:00:00",78,12.64,1373,11.34782,635
"2023-01-05 20:00:00",79,12.64,1454,12.06042,634
"2023-01-05 21:00:00",80,12.63,1507,11.69067,633
"2023-01-05 22:00:00",81,12.62,1548,11.2537,633
"2023-01-05 23:00:00",82,12.62,1537,13.5394,633
"2023-01-06 00:00:00",83,12.6,1507,12.75285,633
"2023-01-06 01:00:00",84,12.59,1471,11.94613,634
"2023-01-06 02:00:00",85,12.59,1444,10.59488,635
"2023-01-06 03:00:00",86,12.58,1411,10.01673,635
"2023-01-06 04:00:00",87,12.57,1374,9.283966,636
"2023-01-06 05:00:00",88,12.57,1346,9.357915,636
"2023-01-06 06:00:00",89,12.56,1307,9.048674,636
"2023-01-06 07:00:00",90,12.55,1247,9.257075,637
"2023-01-06 08:00:00",91,12.54,1187,9.67388,638
"2023-01-06 09:00:00",92,12.53,1155,9.438619,639
"2023-01-06 10:00:00",93,12.54,1135,12.7058,639
"2023-01-06 11:00:00",94,12.55,1085,9.94279,641
"2023-01-06 12:00:00",95,12.56,1026,10.25203,642
"2023-01-06 13:00:00",96,12.57,980,9.566322,645
"2023-01-06 14:00:00",97,12.57,933,11.07892,649
"2023-01-06 15:00:00",98,12.58,914,10.25203,652
"2023-01-06 16:00:00",99,12.58,914,8.752882,653
"2023-01-06 17:00:00",100,12.58,944,9.882287,647
"2023-01-06 18:00:00",101,12.58,1009,9.936068,646
"2023-01-06 19:00:00",102,12.57,1077,9.532709,642
"2023-01-06 20:00:00",103,12.55,1133,9.364643,641
"2023-01-06 21:00:00",104,12.55,1160,9.317585,640
"2023-01-06 22:00:00",105,12.54,1165,8.510867,640
"2023-01-06 23:00:00",106,12.53,1155,8.968007,641
"2023-01-07 00:00:00",107,12.52,1125,8.450363,642
"2023-01-07 01:00:00",108,12.51,1098,8.289112,645
"2023-01-07 02:00:00",109,12.51,1079,8.652526,645
"2023-01-07 03:00:00",110,12.5,1079,8.302857,641
"2023-01-07 04:00:00",111,12.49,1082,7.832067,642
"2023-01-07 05:00:00",112,12.48,1074,7.818543,642
"2023-01-07 06:00:00",113,12.48,1087,7.744518,642
"2023-01-07 07:00:00",114,12.48,1095,7.08102,641
"2023-01-07 08:00:00",115,12.47,1074,7.19357,641
"2023-01-07 09:00:00",116,12.47,1047,6.494175,642
"2023-01-07 10:00:00",117,12.47,1032,6.28893,644
"2023-01-07 11:00:00",118,12.49,996,7.164099,645
"2023-01-07 12:00:00",119,12.49,965,6.357935,650
"2023-01-07 13:00:00",120,12.51,931,6.818891,648
"2023-01-07 14:00:00",121,12.52,898,7.056475,656
"2023-01-07 15:00:00",122,12.52,876,6.692991,652
"2023-01-07 16:00:00",123,12.53,879,6.504141,681
"2023-01-07 17:00:00",124,12.53,914,6.583336,691
"2023-01-07 18:00:00",125,12.53,978,6.284832,651
"2023-01-07 19:00:00",126,12.52,1058,6.477743,640
"2023-01-07 20:00:00",127,12.51,1115,6.018818,639
"2023-01-07 21:00:00",128,12.5,1158,6.487896,639
"2023-01-07 22:00:00",129,12.5,1160,6.154871,639
"2023-01-07 23:00:00",130,12.49,1152,5.905102,640
"2023-01-08 00:00:00",131,12.48,1130,5.953837,641
"2023-01-08 01:00:00",132,12.47,1095,5.710161,643
"2023-01-08 02:00:00",133,12.46,1077,5.892919,648
"2023-01-08 03:00:00",134,12.46,1070,5.860428,641
"2023-01-08 04:00:00",135,12.45,1067,6.128718,640
"2023-01-08 05:00:00",136,12.45,1064,5.990535,641
"2023-01-08 06:00:00",137,12.44,1067,5.454354,641
"2023-01-08 07:00:00",138,12.43,1082,6.069633,640
"2023-01-08 08:00:00",139,12.43,1077,5.943742,641
"2023-01-08 09:00:00",140,12.42,1064,5.687886,641
"2023-01-08 10:00:00",141,12.43,1045,6.063492,643
"2023-01-08 11:00:00",142,12.44,1019,5.86449,645
"2023-01-08 12:00:00",143,12.45,977,5.92947,647
"2023-01-08 13:00:00",144,12.47,944,5.888857,647
"2023-01-08 14:00:00",145,12.48,913,6.049278,651
"2023-01-08 15:00:00",146,12.49,894,6.24625,652
"2023-01-08 16:00:00",147,12.49,894,5.862459,652
"2023-01-08 17:00:00",148,12.49,921,5.974144,640
"2023-01-08 18:00:00",149,12.48,980,6.126442,637
"2023-01-08 19:00:00",150,12.48,1055,6.384333,637
"2023-01-08 20:00:00",151,12.48,1145,6.028971,638
"2023-01-08 21:00:00",152,12.47,1230,5.67564,635
"2023-01-08 22:00:00",153,12.47,1288,5.679701,635
"2023-01-08 23:00:00",154,12.45,1311,5.750773,635
"2023-01-09 00:00:00",155,12.45,1309,5.86449,636
"2023-01-09 01:00:00",156,12.45,1316,6.171116,636
"2023-01-09 02:00:00",157,12.45,1306,6.1833,635
"2023-01-09 03:00:00",158,12.44,1311,5.752804,635
"2023-01-09 04:00:00",159,12.44,1309,5.850275,635
"2023-01-09 05:00:00",160,12.43,1307,5.862459,635
"2023-01-09 06:00:00",161,12.43,1316,5.356829,634
"2023-01-09 07:00:00",162,12.43,1329,5.450239,634
"2023-01-09 08:00:00",163,12.42,1343,5.626904,633
"2023-01-09 09:00:00",164,12.42,1357,5.9315,634
"2023-01-09 10:00:00",165,12.42,1351,5.854336,635
"2023-01-09 11:00:00",166,12.43,1318,5.700007,640
"2023-01-09 12:00:00",167,12.43,1261,6.487896,640
"2023-01-09 13:00:00",168,12.43,1190,6.21579,638
"2023-01-09 14:00:00",169,12.44,1126,5.921347,639
"2023-01-09 15:00:00",170,12.44,1055,6.333567,644
"2023-01-09 16:00:00",171,12.44,1022,5.886827,641
"2023-01-09 17:00:00",172,12.44,1019,6.077707,641
"2023-01-09 18:00:00",173,12.44,1052,6.319353,640
"2023-01-09 19:00:00",174,12.43,1094,5.821846,637
"2023-01-09 20:00:00",175,12.42,1155,5.641119,637
"2023-01-09 21:00:00",176,12.41,1219,5.860428,635
"2023-01-09 22:00:00",177,12.41,1248,5.829968,635
"2023-01-09 23:00:00",178,12.39,1263,5.529434,636
"2023-01-10 00:00:00",179,12.39,1249,5.909163,636
"2023-01-10 01:00:00",180,12.38,1223,5.730467,637
"2023-01-10 02:00:00",181,12.37,1195,5.77108,637
"2023-01-10 03:00:00",182,12.37,1180,6.205637,639
"2023-01-10 04:00:00",183,12.37,1160,5.732498,639
"2023-01-10 05:00:00",184,12.36,1147,6.126442,639
"2023-01-10 06:00:00",185,12.36,1135,5.801539,638
"2023-01-10 07:00:00",186,12.36,1133,6.018818,638
"2023-01-10 08:00:00",187,12.35,1127,5.925409,638
"2023-01-10 09:00:00",188,12.35,1125,5.444147,639
"2023-01-10 10:00:00",189,12.34,1097,5.907133,642
"2023-01-10 11:00:00",190,12.35,1047,5.734529,643
"2023-01-10 12:00:00",191,12.36,994,5.734529,645
"2023-01-10 13:00:00",192,12.36,933,5.643149,648
"2023-01-10 14:00:00",193,12.37,876,6.122381,652
"2023-01-10 15:00:00",194,12.37,840,6.288893,652
"2023-01-10 16:00:00",195,12.38,825,6.18533,651
"2023-01-10 17:00:00",196,12.38,851,5.880734,649
"2023-01-10 18:00:00",197,12.37,900,5.892919,646
"2023-01-10 19:00:00",198,12.36,954,6.102074,643
"2023-01-10 20:00:00",199,12.36,1024,5.775141,641
"2023-01-10 21:00:00",200,12.34,1090,5.762958,640
"2023-01-10 22:00:00",201,12.34,1145,6.031002,639
"2023-01-10 23:00:00",202,12.33,1165,5.854336,639
"2023-01-11 00:00:00",203,12.32,1147,6.053339,640
"2023-01-11 01:00:00",204,12.32,1119,5.905102,640
"2023-01-11 02:00:00",205,12.32,1102,5.823876,641
"2023-01-11 03:00:00",206,12.31,1077,5.821933,642
"2023-01-11 04:00:00",207,12.3,1047,5.704273,643
"2023-01-11 05:00:00",208,12.3,1025,6.277168,643
"2023-01-11 06:00:00",209,12.29,1021,5.763032,642
"2023-01-11 07:00:00",210,12.29,1007,5.927472,642
"2023-01-11 08:00:00",211,12.28,999,5.817785,642
"2023-01-11 09:00:00",212,12.28,1009,5.576257,641
"2023-01-11 10:00:00",213,12.28,1010,5.616777,643
"2023-01-11 11:00:00",214,13.03,152.1,15.80406,"NAN"
"2023-01-11 12:00:00",215,12.92,816,14.95714,694
"2023-01-11 13:00:00",216,12.93,785.8,14.98399,999
"2023-01-11 14:00:00",217,12.94,755.8,16.37555,999
"2023-01-11 15:00:00",218,12.95,768.1,17.2965,999
"2023-01-11 16:00:00",219,12.95,795.4,19.95181,999
"2023-01-11 17:00:00",220,12.96,846,20.99377,999
"2023-01-11 18:00:00",221,12.95,918,20.36187,999
"2023-01-11 19:00:00",222,12.95,979,19.03086,999
"2023-01-11 20:00:00",223,12.94,1047,18.45274,634
"2023-01-11 21:00:00",224,12.94,1138,17.73345,661
"2023-01-11 22:00:00",225,12.93,1208,17.01416,646
"2023-01-11 23:00:00",226,12.92,1251,17.63934,658
"2023-01-12 00:00:00",227,12.91,1253,16.77216,646
"2023-01-12 01:00:00",228,12.9,1215,16.57722,655
"2023-01-12 02:00:00",229,12.89,1171,16.98055,650
"2023-01-12 03:00:00",230,12.88,1137,17.44439,653
"2023-01-12 04:00:00",231,12.88,1097,17.90823,672
"2023-01-12 05:00:00",232,12.87,1064,17.357,664
"2023-01-12 06:00:00",233,12.87,1037,17.57884,655
"2023-01-12 07:00:00",234,12.86,1026,16.89989,653
"2023-01-12 08:00:00",235,12.86,1022,16.94022,641
"2023-01-12 09:00:00",236,12.85,1034,16.25454,640
"2023-01-12 10:00:00",237,12.85,1040,15.20586,641
"2023-01-12 11:00:00",238,12.87,1031,14.92353,642
"2023-01-12 12:00:00",239,12.88,996,14.80925,645
"2023-01-12 13:00:00",240,12.89,950,14.40591,647
"2023-01-12 14:00:00",241,12.9,886,14.64791,684
"2023-01-12 15:00:00",242,12.9,823,16.10665,999
"2023-01-12 16:00:00",243,12.91,795.4,16.15371,999
"2023-01-12 17:00:00",244,12.9,828,17.95529,999
"2023-01-12 18:00:00",245,12.9,866,17.52506,999
"2023-01-12 19:00:00",246,12.9,936,17.72673,660
"2023-01-12 20:00:00",247,12.89,1004,17.22256,648
"2023-01-12 21:00:00",248,12.88,1067,16.57722,643
"2023-01-12 22:00:00",249,12.88,1130,16.50999,641
"2023-01-12 23:00:00",250,12.87,1200,15.88482,640
"2023-01-13 00:00:00",251,12.87,1265,15.56215,640
"2023-01-13 01:00:00",252,12.87,1308,15.78398,639
"2023-01-13 02:00:00",253,12.87,1154,32.54724,639
"2023-01-13 03:00:00",254,12.86,972,65.84347,646
"2023-01-13 04:00:00",255,12.85,950,56.03844,645
"2023-01-13 05:00:00",256,12.85,1010,61.75804,643
"2023-01-13 06:00:00",257,12.85,1074,54.54045,640
"2023-01-13 07:00:00",258,12.84,1178,49.9103,637
"2023-01-13 08:00:00",259,12.83,1333,43.78216,635
"2023-01-13 09:00:00",260,12.83,1451,46.77814,634
"2023-01-13 10:00:00",261,12.83,1507,54.13191,635
"2023-01-13 11:00:00",262,12.82,1492,40.10528,635
"2023-01-13 12:00:00",263,12.83,1441,42.55653,639
"2023-01-13 13:00:00",264,12.82,1346,46.30151,642
"2023-01-13 14:00:00",265,12.82,1243,42.35226,645
"2023-01-13 15:00:00",266,12.82,1173,56.10653,649
"2023-01-13 16:00:00",267,12.82,1125,50.25076,713
"2023-01-13 17:00:00",268,12.81,1115,5.866986,999
"2023-01-13 18:00:00",269,12.8,1122,8.53061,999
"2023-01-13 19:00:00",270,12.8,1141,6.937219,999
"2023-01-13 20:00:00",271,12.79,1155,7.428152,754
"2023-01-13 21:00:00",272,12.78,1168,6.923003,807
"2023-01-13 22:00:00",273,12.77,1175,8.658334,744
"2023-01-13 23:00:00",274,12.77,1160,7.677082,689
"2023-01-14 00:00:00",275,12.76,1142,6.34441,690
"2023-01-14 01:00:00",276,12.75,1120,6.37695,631
"2023-01-14 02:00:00",277,12.74,1097,7.334219,670
"2023-01-14 03:00:00",278,12.73,1067,5.655822,695
"2023-01-14 04:00:00",279,12.73,1025,5.76811,634
"2023-01-14 05:00:00",280,12.72,992,5.896614,676
"2023-01-14 06:00:00",281,12.71,940,6.22431,684
"2023-01-14 07:00:00",282,12.71,798.6,5.45852,609
"2023-01-14 08:00:00",283,12.7,671,5.785672,546
"2023-01-14 09:00:00",284,12.7,598,5.545977,732
"2023-01-14 10:00:00",285,12.7,537.7,5.542378,999
"2023-01-14 11:00:00",286,12.71,489.3,6.220355,999
"2023-01-14 12:00:00",287,12.72,371.2,5.613142,999
"2023-01-14 13:00:00",288,12.72,223.1,5.767483,999
"2023-01-14 14:00:00",289,12.72,195.2,5.913701,999
"2023-01-14 15:00:00",290,12.73,212.9,5.651727,999
"2023-01-14 16:00:00",291,12.73,221.1,6.074134,999
"2023-01-14 17:00:00",292,12.73,182.9,5.578618,999
"2023-01-14 18:00:00",293,12.73,175.4,5.345076,999
"2023-01-14 19:00:00",294,12.73,162.4,5.670004,999
"2023-01-14 20:00:00",295,12.72,197.9,5.308521,853
"2023-01-14 21:00:00",296,12.71,203.3,5.603081,795
"2023-01-14 22:00:00",297,12.71,451.7,5.308527,660
"2023-01-14 23:00:00",298,12.7,651,6.229202,629
"2023-01-15 00:00:00",299,12.69,763.7,5.078187,674
"2023-01-15 01:00:00",300,12.68,809,5.628963,582
"2023-01-15 02:00:00",301,12.67,819,5.803853,636
"2023-01-15 03:00:00",302,12.67,822,5.456587,676
"2023-01-15 04:00:00",303,12.66,804,5.822259,653
"2023-01-15 05:00:00",304,12.66,741.6,5.531756,654
"2023-01-15 06:00:00",305,12.65,681.5,5.310323,653
"2023-01-15 07:00:00",306,12.64,625.5,5.259536,650
"2023-01-15 08:00:00",307,12.64,353.7,5.566291,664
"2023-01-15 09:00:00",308,12.64,218.5,5.635362,819
"2023-01-15 10:00:00",309,12.64,185.6,5.28898,999
"2023-01-15 11:00:00",310,12.66,185.6,5.483185,999
"2023-01-15 12:00:00",311,12.66,208.1,5.816222,999
"2023-01-15 13:00:00",312,12.67,266.1,5.747175,999
"2023-01-15 14:00:00",313,12.68,305.7,6.023364,999
"2023-01-15 15:00:00",314,12.68,371.2,5.964471,999
"2023-01-15 16:00:00",315,12.69,444.9,5.554248,999
"2023-01-15 17:00:00",316,12.69,499.5,6.057888,999
"2023-01-15 18:00:00",317,12.69,550,5.371476,999
"2023-01-15 19:00:00",318,12.69,585.5,5.783729,999
"2023-01-15 20:00:00",319,12.68,705.6,5.680158,999
"2023-01-15 21:00:00",320,12.67,831,5.749206,641
"2023-01-15 22:00:00",321,12.67,912,5.757532,655
"2023-01-15 23:00:00",322,12.66,954,5.483226,642
"2023-01-16 00:00:00",323,12.65,984,5.447002,658
"2023-01-16 01:00:00",324,12.64,996,6.006144,636
"2023-01-16 02:00:00",325,12.64,1007,5.586403,626
"2023-01-16 03:00:00",326,12.63,993,5.718646,630
"2023-01-16 04:00:00",327,12.63,974,5.797882,634
"2023-01-16 05:00:00",328,12.61,949,5.64552,637
"2023-01-16 06:00:00",329,12.61,930,5.316418,636
"2023-01-16 07:00:00",330,12.6,917,5.671929,629
"2023-01-16 08:00:00",331,12.6,904,5.690213,627
"2023-01-16 09:00:00",332,12.6,897,5.797882,666
"2023-01-16 10:00:00",333,12.6,892,5.674724,999
"2023-01-16 11:00:00",334,12.61,884,5.909652,999
"2023-01-16 12:00:00",335,12.63,873,5.678127,999
"2023-01-16 13:00:00",336,12.64,864,5.63548,999
"2023-01-16 14:00:00",337,12.65,854,5.919793,999
"2023-01-16 15:00:00",338,12.66,853,5.816222,999
"2023-01-16 16:00:00",339,12.67,858,5.913701,999
"2023-01-16 17:00:00",340,12.67,886,6.179736,999
"2023-01-16 18:00:00",341,12.67,947,5.724836,999
"2023-01-16 19:00:00",342,12.66,1007,5.75936,999
"2023-01-16 20:00:00",343,12.65,1064,6.053826,864
"2023-01-16 21:00:00",344,12.64,1104,5.631419,691
"2023-01-16 22:00:00",345,12.63,1127,5.81216,608
"2023-01-16 23:00:00",346,12.62,1135,5.88527,611
"2023-01-17 00:00:00",347,12.62,1125,5.6153,641
"2023-01-17 01:00:00",348,12.61,1119,5.519773,642
"2023-01-17 02:00:00",349,12.6,1115,5.442695,642
"2023-01-17 03:00:00",350,12.6,1112,5.178925,643
"2023-01-17 04:00:00",351,12.59,1097,5.782315,644
"2023-01-17 05:00:00",352,12.58,1088,5.500221,644
"2023-01-17 06:00:00",353,12.57,1065,5.697591,646
"2023-01-17 07:00:00",354,12.57,1040,5.606342,688
"2023-01-17 08:00:00",355,12.57,1021,5.849916,707
"2023-01-17 09:00:00",356,12.57,1009,5.278682,700
"2023-01-17 10:00:00",357,12.58,1004,6.234591,999
"2023-01-17 11:00:00",358,12.59,989,6.451864,999
"2023-01-17 12:00:00",359,12.6,984,5.929947,999
"2023-01-17 13:00:00",360,12.61,979,6.222383,999
"2023-01-17 14:00:00",361,12.62,963,5.802007,999
"2023-01-17 15:00:00",362,12.63,954,6.210198,654
"2023-01-17 16:00:00",363,12.63,934,5.869023,651
"2023-01-17 17:00:00",364,12.63,947,5.968533,651
"2023-01-17 18:00:00",365,12.63,982,5.862931,648
"2023-01-17 19:00:00",366,12.63,1057,5.895423,647
"2023-01-17 20:00:00",367,12.63,1149,5.927917,645
"2023-01-17 21:00:00",368,12.62,1247,5.875115,643
"2023-01-17 22:00:00",369,12.61,1278,5.797945,642
"2023-01-17 23:00:00",370,12.6,1311,5.757329,641
"2023-01-18 00:00:00",371,12.6,1323,5.994933,641
"2023-01-18 01:00:00",372,12.59,1328,5.976655,640
"2023-01-18 02:00:00",373,12.59,1340,6.16349,641
"2023-01-18 03:00:00",374,12.59,1364,5.732959,640
"2023-01-18 04:00:00",375,12.58,1387,5.55831,640
"2023-01-18 05:00:00",376,12.58,1421,5.741082,636
"2023-01-18 06:00:00",377,12.57,1441,5.63548,639
"2023-01-18 07:00:00",378,12.57,1426,5.964471,640
"2023-01-18 08:00:00",379,12.57,1397,5.952286,641
"2023-01-18 09:00:00",380,12.57,1369,5.676097,642
"2023-01-18 10:00:00",381,12.57,1346,5.797945,644
"2023-01-18 11:00:00",382,12.57,1306,5.917762,680
"2023-01-18 12:00:00",383,12.57,1258,5.942132,711
"2023-01-18 13:00:00",384,12.58,1220,5.998994,999
"2023-01-18 14:00:00",385,12.59,1183,5.875115,999
"2023-01-18 15:00:00",386,12.59,1138,5.893393,664
"2023-01-18 16:00:00",387,12.59,1097,6.175674,652
"2023-01-18 17:00:00",388,12.59,1064,6.11272,651
"2023-01-18 18:00:00",389,12.59,1055,6.167551,649
"2023-01-18 19:00:00",390,12.58,1087,6.21629,648
"2023-01-18 20:00:00",391,12.57,1163,6.202075,645
"2023-01-18 21:00:00",392,12.57,1268,5.992902,643
"2023-01-18 22:00:00",393,12.56,1359,5.775606,641
"2023-01-18 23:00:00",394,12.55,1393,5.753267,641
"2023-01-19 00:00:00",395,12.54,1399,6.021333,641
"2023-01-19 01:00:00",396,12.54,1381,5.982748,641
"2023-01-19 02:00:00",397,12.53,1370,5.631419,641
"2023-01-19 03:00:00",398,12.53,1352,6.076165,642
"2023-01-19 04:00:00",399,12.53,1348,5.680158,643
"2023-01-19 05:00:00",400,12.52,1357,5.454739,642
"2023-01-19 06:00:00",401,12.52,1353,6.021333,641
"2023-01-19 07:00:00",402,12.52,1336,5.763421,642
"2023-01-19 08:00:00",403,12.51,1318,5.76139,642
"2023-01-19 09:00:00",404,12.51,1299,5.588772,643
"2023-01-19 10:00:00",405,12.51,1297,6.066011,643
"2023-01-19 11:00:00",406,12.52,1303,6.226445,644
"2023-01-19 12:00:00",407,12.53,1285,5.942132,647
"2023-01-19 13:00:00",408,12.53,1243,5.838561,683
"2023-01-19 14:00:00",409,12.54,1190,5.974625,696
"2023-01-19 15:00:00",410,12.54,1145,6.283307,656
"2023-01-19 16:00:00",411,12.54,1097,6.372663,651
"2023-01-19 17:00:00",412,12.54,1059,6.102565,649
"2023-01-19 18:00:00",413,12.53,1049,6.005087,648
"2023-01-19 19:00:00",414,12.53,1077,6.053826,646
"2023-01-19 20:00:00",415,12.53,1139,6.068042,645
"2023-01-19 21:00:00",416,12.52,1206,6.262999,643
"2023-01-19 22:00:00",417,12.52,1288,5.613142,641
"2023-01-19 23:00:00",418,12.51,1390,5.954317,640
"2023-01-20 00:00:00",419,12.51,1476,6.068042,638
"2023-01-20 01:00:00",420,12.5,1539,6.258937,638
"2023-01-20 02:00:00",421,12.5,1558,5.745144,638
"2023-01-20 03:00:00",422,12.49,1557,5.948225,639
"2023-01-20 04:00:00",423,12.49,1557,5.674066,636
"2023-01-20 05:00:00",424,12.49,1569,6.135058,637
"2023-01-20 06:00:00",425,12.48,1578,6.06398,638
"2023-01-20 07:00:00",426,12.47,1580,6.195982,638
"2023-01-20 08:00:00",427,12.47,1564,5.724836,639
"2023-01-20 09:00:00",428,12.46,1527,5.988841,639
"2023-01-20 10:00:00",429,12.46,1426,6.104596,641
"2023-01-20 11:00:00",430,12.47,1323,6.356416,643
"2023-01-20 12:00:00",431,12.47,1217,5.692343,645
"2023-01-20 13:00:00",432,12.47,1145,6.585897,647
"2023-01-20 14:00:00",433,12.47,1095,6.248784,649
"2023-01-20 15:00:00",434,12.47,1057,5.572526,652
"2023-01-20 16:00:00",435,12.48,1048,6.208167,653
"2023-01-20 17:00:00",436,12.47,1030,6.059918,651
"2023-01-20 18:00:00",437,12.47,1025,5.846684,649
"2023-01-20 19:00:00",438,12.47,1052,5.984779,648
"2023-01-20 20:00:00",439,12.46,1127,5.739052,646
"2023-01-20 21:00:00",440,12.45,1208,6.374693,644
"2023-01-20 22:00:00",441,12.45,1283,5.667974,643
"2023-01-20 23:00:00",442,12.44,1326,5.816222,643
"2023-01-21 00:00:00",443,12.43,1336,5.698435,644
"2023-01-21 01:00:00",444,12.43,1318,6.045703,645
"2023-01-21 02:00:00",445,12.42,1303,5.700466,645
"2023-01-21 03:00:00",446,12.42,1271,5.940101,645
"2023-01-21 04:00:00",447,12.42,1251,6.017272,644
"2023-01-21 05:00:00",448,12.42,1238,6.033518,644
"2023-01-21 06:00:00",449,12.41,1249,6.03961,644
"2023-01-21 07:00:00",450,12.41,1253,5.71062,644
"2023-01-21 08:00:00",451,12.41,1262,6.39094,643
"2023-01-21 09:00:00",452,12.41,1276,5.737021,643
"2023-01-21 10:00:00",453,12.4,1256,5.704528,644
"2023-01-21 11:00:00",454,12.4,1223,5.879177,645
"2023-01-21 12:00:00",455,12.4,1193,6.06398,645
"2023-01-21 13:00:00",456,12.39,1178,6.175674,646
"2023-01-21 14:00:00",457,12.39,1157,6.732115,647
"2023-01-21 15:00:00",458,12.39,1133,5.956347,704
