ID,Date,DO,discharge,depth,Temp
AM,2022-04-02T06:00:00Z,1.74,NA,NA,69.55
AM,2022-04-02T07:00:00Z,1.83,NA,NA,69.44
AM,2022-04-02T08:00:00Z,1.95,NA,NA,69.37
AM,2022-04-02T09:00:00Z,2.04,NA,NA,69.26
AM,2022-04-02T10:00:00Z,2.07,NA,NA,69.15
AM,2022-04-02T11:00:00Z,2.11,NA,NA,69.04
AM,2022-04-02T12:00:00Z,2.19,NA,NA,68.94
AM,2022-04-02T13:00:00Z,2.18,NA,NA,68.86
AM,2022-04-02T14:00:00Z,2.16,NA,NA,68.79
AM,2022-04-02T15:00:00Z,2.14,NA,NA,68.68
AM,2022-04-02T16:00:00Z,2.15,NA,NA,68.61
AM,2022-04-02T17:00:00Z,2.06,NA,NA,68.54
AM,2022-04-02T18:00:00Z,2.03,NA,NA,68.43
AM,2022-04-02T19:00:00Z,1.99,NA,NA,68.36
AM,2022-04-02T20:00:00Z,1.95,NA,NA,68.25
AM,2022-04-02T21:00:00Z,1.93,NA,NA,68.18
AM,2022-04-02T22:00:00Z,1.93,NA,NA,68.07
AM,2022-04-02T23:00:00Z,1.98,NA,NA,67.96
AM,2022-04-03T00:00:00Z,2,NA,NA,67.89
AM,2022-04-03T01:00:00Z,2.02,NA,NA,67.86
AM,2022-04-03T02:00:00Z,2.03,NA,NA,67.82
AM,2022-04-03T03:00:00Z,2.06,NA,NA,67.75
AM,2022-04-03T04:00:00Z,2.13,NA,NA,67.71
AM,2022-04-03T05:00:00Z,2.16,NA,NA,67.68
AM,2022-04-03T06:00:00Z,2.23,NA,NA,67.57
AM,2022-04-03T07:00:00Z,2.25,NA,NA,67.53
AM,2022-04-03T08:00:00Z,2.25,NA,NA,67.53
AM,2022-04-03T09:00:00Z,2.29,NA,NA,67.53
AM,2022-04-03T10:00:00Z,2.3,NA,NA,67.6
AM,2022-04-03T11:00:00Z,2.35,NA,NA,67.71
AM,2022-04-03T12:00:00Z,2.38,NA,NA,68
AM,2022-04-03T13:00:00Z,2.41,NA,NA,68.22
AM,2022-04-03T14:00:00Z,2.37,NA,NA,68.4
AM,2022-04-03T15:00:00Z,2.33,NA,NA,68.79
AM,2022-04-03T16:00:00Z,2.36,NA,NA,69.08
AM,2022-04-03T17:00:00Z,2.47,NA,NA,69.37
AM,2022-04-03T18:00:00Z,2.49,NA,NA,69.44
AM,2022-04-03T19:00:00Z,2.85,NA,NA,69.51
AM,2022-04-03T20:00:00Z,2.83,NA,NA,69.4
AM,2022-04-03T21:00:00Z,2.71,NA,NA,69.37
AM,2022-04-03T22:00:00Z,2.72,NA,NA,69.4
AM,2022-04-03T23:00:00Z,2.82,NA,NA,69.4
AM,2022-04-04T00:00:00Z,2.9,NA,NA,69.37
AM,2022-04-04T01:00:00Z,3.03,NA,NA,69.3
AM,2022-04-04T02:00:00Z,3.12,NA,NA,69.26
AM,2022-04-04T03:00:00Z,3.21,NA,NA,69.19
AM,2022-04-04T04:00:00Z,3.35,NA,NA,69.08
AM,2022-04-04T05:00:00Z,3.39,NA,NA,68.97
AM,2022-04-04T06:00:00Z,3.44,NA,NA,68.83
AM,2022-04-04T07:00:00Z,3.41,NA,NA,68.72
AM,2022-04-04T08:00:00Z,3.34,NA,NA,68.68
AM,2022-04-04T09:00:00Z,3.33,NA,NA,68.61
AM,2022-04-04T10:00:00Z,3.28,NA,NA,68.65
AM,2022-04-04T11:00:00Z,3.24,NA,NA,68.76
AM,2022-04-04T12:00:00Z,3.13,NA,NA,68.9
AM,2022-04-04T13:00:00Z,3.08,NA,NA,69.15
AM,2022-04-04T14:00:00Z,2.93,NA,NA,69.3
AM,2022-04-04T15:00:00Z,2.74,NA,NA,69.4
AM,2022-04-04T16:00:00Z,2.63,NA,NA,69.55
AM,2022-04-04T17:00:00Z,2.55,NA,NA,69.62
AM,2022-04-04T18:00:00Z,2.48,NA,NA,69.8
AM,2022-04-04T19:00:00Z,2.38,NA,NA,69.94
AM,2022-04-04T20:00:00Z,2.43,NA,NA,70.12
AM,2022-04-04T21:00:00Z,2.93,NA,NA,70.16
AM,2022-04-04T22:00:00Z,2.95,NA,NA,70.05
AM,2022-04-04T23:00:00Z,2.93,NA,NA,70.02
AM,2022-04-05T00:00:00Z,2.86,NA,NA,70.02
AM,2022-04-05T01:00:00Z,2.98,NA,NA,70.02
AM,2022-04-05T02:00:00Z,3.05,NA,NA,69.98
AM,2022-04-05T03:00:00Z,3.14,NA,NA,69.98
AM,2022-04-05T04:00:00Z,3.27,NA,NA,69.94
AM,2022-04-05T05:00:00Z,3.37,NA,NA,69.91
AM,2022-04-05T06:00:00Z,3.44,NA,NA,69.84
AM,2022-04-05T07:00:00Z,3.46,NA,NA,69.8
AM,2022-04-05T08:00:00Z,3.39,NA,NA,69.87
AM,2022-04-05T09:00:00Z,3.36,NA,NA,69.94
AM,2022-04-05T10:00:00Z,3.27,NA,NA,69.98
AM,2022-04-05T11:00:00Z,3.19,NA,NA,70.09
AM,2022-04-05T12:00:00Z,3.05,NA,NA,70.23
AM,2022-04-05T13:00:00Z,2.98,NA,NA,70.45
AM,2022-04-05T14:00:00Z,2.79,NA,NA,70.63
AM,2022-04-05T15:00:00Z,2.66,NA,NA,70.66
AM,2022-04-05T16:00:00Z,2.51,NA,NA,70.77
AM,2022-04-05T17:00:00Z,2.36,NA,NA,70.88
AM,2022-04-05T18:00:00Z,2.21,NA,NA,70.95
AM,2022-04-05T19:00:00Z,2.11,NA,NA,71.1
AM,2022-04-05T20:00:00Z,2.19,NA,NA,71.31
AM,2022-04-05T21:00:00Z,2.1,NA,NA,71.35
AM,2022-04-05T22:00:00Z,2.71,NA,NA,71.46
AM,2022-04-05T23:00:00Z,2.76,NA,NA,71.38
AM,2022-04-06T00:00:00Z,2.91,NA,NA,71.42
AM,2022-04-06T01:00:00Z,2.95,NA,NA,71.42
AM,2022-04-06T02:00:00Z,2.91,NA,NA,71.38
AM,2022-04-06T03:00:00Z,3.11,NA,NA,71.38
AM,2022-04-06T04:00:00Z,3.24,NA,NA,71.42
AM,2022-04-06T05:00:00Z,3.31,NA,NA,71.46
AM,2022-04-06T06:00:00Z,3.32,NA,NA,71.46
AM,2022-04-06T07:00:00Z,3.24,NA,NA,71.49
AM,2022-04-06T08:00:00Z,3.22,NA,NA,71.49
AM,2022-04-06T09:00:00Z,3.14,NA,NA,71.56
AM,2022-04-06T10:00:00Z,3.07,NA,NA,71.6
AM,2022-04-06T11:00:00Z,2.9,NA,NA,71.64
AM,2022-04-06T12:00:00Z,2.47,NA,NA,71.71
AM,2022-04-06T13:00:00Z,2.59,NA,NA,71.78
AM,2022-04-06T14:00:00Z,2.57,NA,NA,71.85
AM,2022-04-06T15:00:00Z,2.5,NA,NA,71.96
AM,2022-04-06T16:00:00Z,2.42,NA,NA,72
AM,2022-04-06T17:00:00Z,2.26,NA,NA,72.03
AM,2022-04-06T18:00:00Z,2.12,NA,NA,72.14
AM,2022-04-06T19:00:00Z,1.99,NA,NA,72.18
AM,2022-04-06T20:00:00Z,1.88,NA,NA,72.25
AM,2022-04-06T21:00:00Z,1.77,NA,NA,72.18
AM,2022-04-06T22:00:00Z,1.6,NA,NA,72.18
AM,2022-04-06T23:00:00Z,1.54,NA,NA,72.25
AM,2022-04-07T00:00:00Z,1.54,NA,NA,72.28
AM,2022-04-07T01:00:00Z,1.77,NA,NA,72.39
AM,2022-04-07T02:00:00Z,1.81,NA,NA,72.46
AM,2022-04-07T03:00:00Z,1.85,NA,NA,72.43
AM,2022-04-07T04:00:00Z,1.89,NA,NA,72.54
AM,2022-04-07T05:00:00Z,1.98,NA,NA,72.54
AM,2022-04-07T06:00:00Z,2.15,NA,NA,72.57
AM,2022-04-07T07:00:00Z,2.18,NA,NA,72.57
AM,2022-04-07T08:00:00Z,2.06,NA,NA,72.57
AM,2022-04-07T09:00:00Z,2.17,NA,NA,72.57
AM,2022-04-07T10:00:00Z,2.31,NA,NA,72.68
AM,2022-04-07T11:00:00Z,2.3,NA,NA,72.68
AM,2022-04-07T12:00:00Z,2.3,NA,NA,72.82
AM,2022-04-07T13:00:00Z,2.23,NA,NA,72.86
AM,2022-04-07T14:00:00Z,2.21,NA,NA,72.9
AM,2022-04-07T15:00:00Z,2.08,NA,NA,72.97
AM,2022-04-07T16:00:00Z,1.99,NA,NA,72.97
AM,2022-04-07T17:00:00Z,1.92,NA,NA,73.11
AM,2022-04-07T18:00:00Z,1.86,NA,NA,73.08
AM,2022-04-07T19:00:00Z,1.83,NA,NA,73.08
AM,2022-04-07T20:00:00Z,2.02,NA,NA,73
AM,2022-04-07T21:00:00Z,2.46,NA,NA,72.9
AM,2022-04-07T22:00:00Z,2.58,NA,NA,72.72
AM,2022-04-07T23:00:00Z,2.55,NA,NA,72.5
AM,2022-04-08T00:00:00Z,2.5,NA,NA,72.28
AM,2022-04-08T01:00:00Z,2.62,NA,NA,72.1
AM,2022-04-08T02:00:00Z,2.82,NA,NA,71.89
AM,2022-04-08T03:00:00Z,2.89,NA,NA,71.71
AM,2022-04-08T04:00:00Z,2.93,NA,NA,71.53
AM,2022-04-08T05:00:00Z,3.02,NA,NA,71.31
AM,2022-04-08T06:00:00Z,3.02,NA,NA,71.1
AM,2022-04-08T07:00:00Z,2.99,NA,NA,70.88
AM,2022-04-08T08:00:00Z,2.97,NA,NA,70.74
AM,2022-04-08T09:00:00Z,2.97,NA,NA,70.63
AM,2022-04-08T10:00:00Z,3.04,NA,NA,70.63
AM,2022-04-08T11:00:00Z,3,NA,NA,70.7
AM,2022-04-08T12:00:00Z,3.14,NA,NA,70.63
AM,2022-04-08T13:00:00Z,2.98,NA,NA,70.56
AM,2022-04-08T14:00:00Z,2.97,NA,NA,70.59
AM,2022-04-08T15:00:00Z,2.97,NA,NA,70.56
AM,2022-04-08T16:00:00Z,2.99,NA,NA,70.48
AM,2022-04-08T17:00:00Z,2.92,NA,NA,70.41
AM,2022-04-08T18:00:00Z,3.01,NA,NA,70.2
AM,2022-04-08T19:00:00Z,2.9,NA,NA,69.91
AM,2022-04-08T20:00:00Z,2.8,NA,NA,69.62
AM,2022-04-08T21:00:00Z,2.81,NA,NA,69.44
AM,2022-04-08T22:00:00Z,2.77,NA,NA,69.22
AM,2022-04-08T23:00:00Z,3.67,NA,NA,68.68
AM,2022-04-09T00:00:00Z,3.07,NA,NA,68.65
AM,2022-04-09T01:00:00Z,2.86,NA,NA,68.5
AM,2022-04-09T02:00:00Z,2.73,NA,NA,68.47
AM,2022-04-09T03:00:00Z,2.7,NA,NA,68.36
AM,2022-04-09T04:00:00Z,2.76,NA,NA,68.18
AM,2022-04-09T05:00:00Z,2.83,NA,NA,68.04
AM,2022-04-09T06:00:00Z,3.01,NA,NA,67.89
AM,2022-04-09T07:00:00Z,3.74,NA,NA,67.64
AM,2022-04-09T08:00:00Z,3.57,NA,NA,67.53
AM,2022-04-09T09:00:00Z,4.04,NA,NA,67.42
AM,2022-04-09T10:00:00Z,4.47,NA,NA,67.39
AM,2022-04-09T11:00:00Z,4.6,NA,NA,67.64
AM,2022-04-09T12:00:00Z,4.6,NA,NA,67.78
AM,2022-04-09T13:00:00Z,4.63,NA,NA,67.93
AM,2022-04-09T14:00:00Z,4.73,NA,NA,68
AM,2022-04-09T15:00:00Z,4.69,NA,NA,68.25
AM,2022-04-09T16:00:00Z,4.95,NA,NA,68.29
AM,2022-04-09T17:00:00Z,5.77,NA,NA,68.43
AM,2022-04-09T18:00:00Z,5.91,NA,NA,68.25
AM,2022-04-09T19:00:00Z,5.93,NA,NA,68.14
AM,2022-04-09T20:00:00Z,5.84,NA,NA,67.96
AM,2022-04-09T21:00:00Z,5.96,NA,NA,67.89
AM,2022-04-09T22:00:00Z,5.67,NA,NA,67.71
AM,2022-04-09T23:00:00Z,5.61,NA,NA,67.46
AM,2022-04-10T00:00:00Z,5.75,NA,NA,67.28
AM,2022-04-10T01:00:00Z,5.46,NA,NA,67.17
AM,2022-04-10T02:00:00Z,5.72,NA,NA,67.03
AM,2022-04-10T03:00:00Z,5.52,NA,NA,66.85
AM,2022-04-10T04:00:00Z,5.62,NA,NA,66.7
AM,2022-04-10T05:00:00Z,5.82,NA,NA,66.63
AM,2022-04-10T06:00:00Z,5.76,NA,NA,66.52
AM,2022-04-10T07:00:00Z,5.75,NA,NA,66.45
AM,2022-04-10T08:00:00Z,5.73,NA,NA,66.38
AM,2022-04-10T09:00:00Z,5.75,NA,NA,66.38
AM,2022-04-10T10:00:00Z,5.36,NA,NA,66.31
AM,2022-04-10T11:00:00Z,5.67,NA,NA,66.7
AM,2022-04-10T12:00:00Z,5.43,NA,NA,66.88
AM,2022-04-10T13:00:00Z,5.54,NA,NA,67.06
AM,2022-04-10T14:00:00Z,5.65,NA,NA,67.21
AM,2022-04-10T15:00:00Z,5.7,NA,NA,67.39
AM,2022-04-10T16:00:00Z,5.66,NA,NA,67.39
AM,2022-04-10T17:00:00Z,5.7,NA,NA,67.5
AM,2022-04-10T18:00:00Z,5.69,NA,NA,67.53
AM,2022-04-10T19:00:00Z,5.78,NA,NA,67.5
AM,2022-04-10T20:00:00Z,5.91,NA,NA,67.42
AM,2022-04-10T21:00:00Z,5.62,NA,NA,67.28
AM,2022-04-10T22:00:00Z,5.96,NA,NA,67.1
AM,2022-04-10T23:00:00Z,5.98,NA,NA,66.88
AM,2022-04-11T00:00:00Z,6.06,NA,NA,66.67
AM,2022-04-11T01:00:00Z,6.11,NA,NA,66.49
AM,2022-04-11T02:00:00Z,6.07,NA,NA,66.34
AM,2022-04-11T03:00:00Z,5.98,NA,NA,66.2
AM,2022-04-11T04:00:00Z,5.9,NA,NA,65.98
AM,2022-04-11T05:00:00Z,5.48,NA,NA,65.91
AM,2022-04-11T06:00:00Z,5.62,NA,NA,65.73
AM,2022-04-11T07:00:00Z,5.1,NA,NA,65.7
AM,2022-04-11T08:00:00Z,4.83,NA,NA,65.7
AM,2022-04-11T09:00:00Z,4.6,NA,NA,65.62
AM,2022-04-11T10:00:00Z,4.48,NA,NA,65.59
AM,2022-04-11T11:00:00Z,4.27,NA,NA,65.59
AM,2022-04-11T12:00:00Z,4.47,NA,NA,65.77
AM,2022-04-11T13:00:00Z,4.62,NA,NA,65.88
AM,2022-04-11T14:00:00Z,4.7,NA,NA,66.06
AM,2022-04-11T15:00:00Z,5.18,NA,NA,66.2
AM,2022-04-11T16:00:00Z,5.51,NA,NA,66.31
AM,2022-04-11T17:00:00Z,5.54,NA,NA,66.38
AM,2022-04-11T18:00:00Z,5.41,NA,NA,66.45
AM,2022-04-11T19:00:00Z,5.44,NA,NA,66.52
AM,2022-04-11T20:00:00Z,5.44,NA,NA,66.52
AM,2022-04-11T21:00:00Z,5.52,NA,NA,66.56
AM,2022-04-11T22:00:00Z,5.4,NA,NA,66.6
AM,2022-04-11T23:00:00Z,4.58,NA,NA,67.1
AM,2022-04-12T00:00:00Z,4.76,NA,NA,66.99
AM,2022-04-12T01:00:00Z,4.51,NA,NA,67.03
AM,2022-04-12T02:00:00Z,4.16,NA,NA,67.32
AM,2022-04-12T03:00:00Z,3.8,NA,NA,67.39
AM,2022-04-12T04:00:00Z,3.69,NA,NA,67.42
AM,2022-04-12T05:00:00Z,3.56,NA,NA,67.39
AM,2022-04-12T06:00:00Z,3.54,NA,NA,67.28
AM,2022-04-12T07:00:00Z,3.47,NA,NA,67.28
AM,2022-04-12T08:00:00Z,3.35,NA,NA,67.42
AM,2022-04-12T09:00:00Z,3.29,NA,NA,67.5
AM,2022-04-12T10:00:00Z,3.25,NA,NA,67.53
AM,2022-04-12T11:00:00Z,3.21,NA,NA,67.71
AM,2022-04-12T12:00:00Z,3.13,NA,NA,67.82
AM,2022-04-12T13:00:00Z,3.11,NA,NA,67.96
AM,2022-04-12T14:00:00Z,3.06,NA,NA,68.07
AM,2022-04-12T15:00:00Z,3.03,NA,NA,68.22
AM,2022-04-12T16:00:00Z,3.03,NA,NA,68.4
AM,2022-04-12T17:00:00Z,2.95,NA,NA,68.5
AM,2022-04-12T18:00:00Z,2.88,NA,NA,68.68
AM,2022-04-12T19:00:00Z,2.81,NA,NA,68.72
AM,2022-04-12T20:00:00Z,2.76,NA,NA,68.9
AM,2022-04-12T21:00:00Z,2.68,NA,NA,68.9
AM,2022-04-12T22:00:00Z,2.67,NA,NA,69.08
AM,2022-04-12T23:00:00Z,2.61,NA,NA,69.22
AM,2022-04-13T00:00:00Z,2.79,NA,NA,69.22
AM,2022-04-13T01:00:00Z,3.39,NA,NA,69.26
AM,2022-04-13T02:00:00Z,3.38,NA,NA,69.19
AM,2022-04-13T03:00:00Z,3.3,NA,NA,69.15
AM,2022-04-13T04:00:00Z,3.29,NA,NA,69.08
AM,2022-04-13T05:00:00Z,3.24,NA,NA,69.01
AM,2022-04-13T06:00:00Z,3.15,NA,NA,68.97
AM,2022-04-13T07:00:00Z,3.07,NA,NA,68.9
AM,2022-04-13T08:00:00Z,3.03,NA,NA,68.97
AM,2022-04-13T09:00:00Z,3,NA,NA,69.04
AM,2022-04-13T10:00:00Z,2.94,NA,NA,69.08
AM,2022-04-13T11:00:00Z,2.87,NA,NA,69.22
AM,2022-04-13T12:00:00Z,2.8,NA,NA,69.3
AM,2022-04-13T13:00:00Z,2.74,NA,NA,69.4
AM,2022-04-13T14:00:00Z,2.71,NA,NA,69.44
AM,2022-04-13T15:00:00Z,2.64,NA,NA,69.55
AM,2022-04-13T16:00:00Z,2.59,NA,NA,69.62
AM,2022-04-13T17:00:00Z,2.55,NA,NA,69.69
AM,2022-04-13T18:00:00Z,2.49,NA,NA,69.76
AM,2022-04-13T19:00:00Z,2.41,NA,NA,69.87
AM,2022-04-13T20:00:00Z,2.31,NA,NA,69.87
AM,2022-04-13T21:00:00Z,2.21,NA,NA,69.94
AM,2022-04-13T22:00:00Z,2.18,NA,NA,70.05
AM,2022-04-13T23:00:00Z,2.24,NA,NA,70.12
AM,2022-04-14T00:00:00Z,2.81,NA,NA,70.16
AM,2022-04-14T01:00:00Z,2.89,NA,NA,70.16
AM,2022-04-14T02:00:00Z,2.9,NA,NA,70.12
AM,2022-04-14T03:00:00Z,2.89,NA,NA,70.05
AM,2022-04-14T04:00:00Z,2.91,NA,NA,70.05
AM,2022-04-14T05:00:00Z,2.92,NA,NA,70.02
AM,2022-04-14T06:00:00Z,2.88,NA,NA,69.94
AM,2022-04-14T07:00:00Z,2.81,NA,NA,69.94
AM,2022-04-14T08:00:00Z,2.77,NA,NA,69.98
AM,2022-04-14T09:00:00Z,2.72,NA,NA,70.05
AM,2022-04-14T10:00:00Z,2.65,NA,NA,70.09
AM,2022-04-14T11:00:00Z,2.57,NA,NA,70.16
AM,2022-04-14T12:00:00Z,2.55,NA,NA,70.27
AM,2022-04-14T13:00:00Z,2.52,NA,NA,70.34
AM,2022-04-14T14:00:00Z,2.48,NA,NA,70.41
AM,2022-04-14T15:00:00Z,2.45,NA,NA,70.48
AM,2022-04-14T16:00:00Z,2.42,NA,NA,70.45
AM,2022-04-14T17:00:00Z,2.36,NA,NA,70.56
AM,2022-04-14T18:00:00Z,2.33,NA,NA,70.59
AM,2022-04-14T19:00:00Z,2.29,NA,NA,70.66
AM,2022-04-14T20:00:00Z,2.22,NA,NA,70.63
AM,2022-04-14T21:00:00Z,2.16,NA,NA,70.7
AM,2022-04-14T22:00:00Z,2.21,NA,NA,70.74
AM,2022-04-14T23:00:00Z,2.14,NA,NA,70.77
AM,2022-04-15T00:00:00Z,2.19,NA,NA,70.84
AM,2022-04-15T01:00:00Z,2.79,NA,NA,70.88
AM,2022-04-15T02:00:00Z,2.88,NA,NA,70.84
AM,2022-04-15T03:00:00Z,2.77,NA,NA,70.77
AM,2022-04-15T04:00:00Z,2.76,NA,NA,70.74
AM,2022-04-15T05:00:00Z,2.65,NA,NA,70.66
AM,2022-04-15T06:00:00Z,2.61,NA,NA,70.63
AM,2022-04-15T07:00:00Z,2.56,NA,NA,70.56
AM,2022-04-15T08:00:00Z,2.52,NA,NA,70.59
AM,2022-04-15T09:00:00Z,2.5,NA,NA,70.63
AM,2022-04-15T10:00:00Z,2.53,NA,NA,70.66
AM,2022-04-15T11:00:00Z,2.5,NA,NA,70.77
AM,2022-04-15T12:00:00Z,2.52,NA,NA,70.84
AM,2022-04-15T13:00:00Z,2.52,NA,NA,70.95
AM,2022-04-15T14:00:00Z,2.43,NA,NA,71.02
AM,2022-04-15T15:00:00Z,2.41,NA,NA,71.13
AM,2022-04-15T16:00:00Z,2.38,NA,NA,71.24
AM,2022-04-15T17:00:00Z,2.4,NA,NA,71.24
AM,2022-04-15T18:00:00Z,2.33,NA,NA,71.28
AM,2022-04-15T19:00:00Z,2.26,NA,NA,71.31
AM,2022-04-15T20:00:00Z,2.2,NA,NA,71.38
AM,2022-04-15T21:00:00Z,2.15,NA,NA,71.42
AM,2022-04-15T22:00:00Z,2.1,NA,NA,71.46
AM,2022-04-15T23:00:00Z,2.07,NA,NA,71.53
AM,2022-04-16T00:00:00Z,2.25,NA,NA,71.56
AM,2022-04-16T01:00:00Z,2.79,NA,NA,71.53
AM,2022-04-16T02:00:00Z,2.76,NA,NA,71.42
AM,2022-04-16T03:00:00Z,2.65,NA,NA,71.28
AM,2022-04-16T04:00:00Z,2.79,NA,NA,71.2
AM,2022-04-16T05:00:00Z,2.88,NA,NA,71.13
AM,2022-04-16T06:00:00Z,3,NA,NA,71.06
AM,2022-04-16T07:00:00Z,3.09,NA,NA,71.02
AM,2022-04-16T08:00:00Z,3.1,NA,NA,71.02
AM,2022-04-16T09:00:00Z,3.14,NA,NA,71.06
AM,2022-04-16T10:00:00Z,3.1,NA,NA,71.1
AM,2022-04-16T11:00:00Z,3.03,NA,NA,71.13
AM,2022-04-16T12:00:00Z,3.05,NA,NA,71.2
AM,2022-04-16T13:00:00Z,3.03,NA,NA,71.31
AM,2022-04-16T14:00:00Z,3.04,NA,NA,71.46
AM,2022-04-16T15:00:00Z,2.99,NA,NA,71.49
AM,2022-04-16T16:00:00Z,2.88,NA,NA,71.53
AM,2022-04-16T17:00:00Z,2.8,NA,NA,71.56
AM,2022-04-16T18:00:00Z,2.68,NA,NA,71.56
AM,2022-04-16T19:00:00Z,2.54,NA,NA,71.56
AM,2022-04-16T20:00:00Z,2.34,NA,NA,71.6
AM,2022-04-16T21:00:00Z,2.19,NA,NA,71.64
AM,2022-04-16T22:00:00Z,2.08,NA,NA,71.67
AM,2022-04-16T23:00:00Z,2.06,NA,NA,71.78
AM,2022-04-17T00:00:00Z,2.09,NA,NA,71.85
AM,2022-04-17T01:00:00Z,2.29,NA,NA,71.82
AM,2022-04-17T02:00:00Z,2.39,NA,NA,71.78
AM,2022-04-17T03:00:00Z,2.21,NA,NA,71.71
AM,2022-04-17T04:00:00Z,2.14,NA,NA,71.67
AM,2022-04-17T05:00:00Z,2.21,NA,NA,71.64
AM,2022-04-17T06:00:00Z,2.26,NA,NA,71.56
AM,2022-04-17T07:00:00Z,2.34,NA,NA,71.53
AM,2022-04-17T08:00:00Z,2.5,NA,NA,71.56
AM,2022-04-17T09:00:00Z,2.55,NA,NA,71.6
AM,2022-04-17T10:00:00Z,2.47,NA,NA,71.64
AM,2022-04-17T11:00:00Z,2.4,NA,NA,71.71
AM,2022-04-17T12:00:00Z,2.47,NA,NA,71.92
AM,2022-04-17T13:00:00Z,2.37,NA,NA,72.03
AM,2022-04-17T14:00:00Z,2.24,NA,NA,72.21
AM,2022-04-17T15:00:00Z,2.33,NA,NA,72.36
AM,2022-04-17T16:00:00Z,2.27,NA,NA,72.43
AM,2022-04-17T17:00:00Z,2.15,NA,NA,72.5
